Unnamed: 0,Article ID,Article Name,Paragraph,Original,English,Google,Gemini,ChatGPT,English - Google,English - Gemini,English - ChatGPT
432,10,Bai Ganyo Returns From Europe Bul,44,"— Хелбетя, друго какво ще речем — покорно отговаря бай Михал.","“Naturally, what else would we say?” Bai Mihal answered obediently.","""Helbetya, what else can we say?"" Uncle Michal obediently replies.","— To be sure, what else can we say — Bai Michal answers submissively.","— “Helbetya, what else shall we say?” — old Mihal replies humbly.",0.5851978,0.6758189,0.52406883
433,10,Bai Ganyo Returns From Europe Bul,45,"— А бе ти, Михале, малко на ботуш миришеш, че кой те знай? Опичай си акъла! — предупредява наставнически бай Ганьо.","“As for you, Bai Mihal, you’ve got a whiff of Russky. I’m not so sure about you. Watch your step!” warned Bai Ganyo sternly.","""And you, Mihale, you smell a bit like a boot, who knows? Get your wits about you!"" warns Uncle Ganyo in a mentoring tone.","— Look here, Mihal, you smell a bit like a boot, who knows what you're up to? Watch your step! — Bay Ganyo warns patronizingly.","— Hey, Mihal, you smell a bit like boots, and who knows you? Use your head! — бай Ганьо warns in a patronizing tone.",0.52160287,0.57113266,0.623564
434,10,Bai Ganyo Returns From Europe Bul,46,"— Кой? Аз ли? — оправдава се бай Михал. — Не думай така, братко, ще чуй някой. И стените имат уши. Аз като чуя името ""казак"", треска ме хваща.","Bai Mihal pleaded innocent. “Who, me? Don’t talk like that, pal. Someone will hear. Even the walls have ears. When I hear the word ‘Cossack’ I get the shivers.”","""Who? Me?"" Bai Michal excuses himself. ""Don't say that, brother, someone will hear. Even walls have ears. When I hear the name ""Cossack,"" I get a fever.""","— Who? Me? — Bai Michal protested. — Don't say such things, brother, someone might hear. Even the walls have ears. When I hear the name ""Cossack"", I start to tremble.","— Who? Me? — old Mihal excuses himself. — Don’t say that, brother, someone might hear. Even walls have ears. When I hear the name “Cossack,” I get the shivers.",0.7589814,0.80532557,0.75152814
435,10,Bai Ganyo Returns From Europe Bul,47,"— Треска те хваща, а? — шепнеше тихо, с подмигване бай Ганьо. — А като дойдоха русите, кой обра говедата по турските села, а? Откога имаш ти тези богатства, а? Кажи де!","“You get the shivers, eh?” whispered Bai Ganyo softly with a wink. “But when the Russians came, who was it that cleaned out the cattle from the Turkish villages, eh? Since when do you have those riches, eh? Speak up!”","""You're getting a fever, huh?"" whispered Bai Ganyo quietly, with a wink. ""And when the Russians came, who took the cattle from the Turkish villages, huh? How long have you had these riches, huh? Tell me!""","— You're breaking into a sweat, aren't you? — Bay Ganyo whispered softly, with a wink. — And when the Russians came, who was it that plundered the cattle from the Turkish villages, eh? Since when have you had all this wealth, eh? Go on, tell me!","— Fever’s got you, eh? — whispered Baï Ganyo softly, with a wink. — And when the Russians came, who looted the cattle from the Turkish villages, eh? Since when have you had all these riches, eh? Come on, say it!",0.8657726,0.86526597,0.8464819
436,10,Bai Ganyo Returns From Europe Bul,48,"— Ама че и ти бе, бай Ганьо, правичката да си говорим — шепне бай Михал, — нали от руско време ти останаха водениците. Кажи, не е ли тъй?","“Well, but you, too, Bai Ganyo,” whispered Bai Mihal. “Truth to tell, you’ve had the water mills since the Russian occupation, haven’t you? Tell me; isn’t that so?”","""But you too, Uncle Ganyo, let's talk,"" Uncle Michal whispers, ""you still have the mills from Russian times. Tell me, isn't that right?""","— Oh, you're a fine one, Bay Ganyo, let's speak the truth — whispered Bay Mihal, — didn't those mills stay with you from the Russian times? Tell me, isn't that so?","— But come now, Bay Ganyo, let us speak plainly — whispers Bay Michal — the mills were left to you from Russian times. Tell me, isn’t that so?",0.6200331,0.66108584,0.6578279
437,10,Bai Ganyo Returns From Europe Bul,49,"— Хайде, хайде, то с тебе не може човек дума да прохортува. То било, каквото било. Сега не е тъй. Сега Задунайская губерния, разбираш ли?","“Come now, one can’t even have a simple conversation with you. What’s done is done. It’s not that way now. Now it’s the Transdanubian Province, you understand?”","""Come on, come on, no one can say a word to you. Whatever it was. It's not like that now. Now it's Transdanubia province, do you understand?""","— Come now, come now, there’s no talking to you. What’s done is done. It’s not like that anymore. Now it’s the Transdanubian Governorate, do you understand?","— Come, come, one can’t even have a proper chat with you. What’s done is done. It’s not like that now. Now it’s the Zadneprovskaya Governorate, do you understand?",0.8806554,0.8019129,0.63420874
438,10,Bai Ganyo Returns From Europe Bul,50,— А бе как да не разбирам! — каза бай Михал и дяволски подмигна на другарите си.,"“How could I not understand?” said Bai Mihal, and he winked impishly at his comrades.","""How could I not understand!"" said Uncle Michal and winked devilishly at his comrades.","— Why, of course I understand! — said Bai Michal and gave his companions a devilish wink.",— How could I not understand! — said old Mihal and devilishly winked at his companions.,0.7593494,0.6281,0.76655203
439,10,Bai Ganyo Returns From Europe Bul,51,"И тримата се изсмяха в шепа, за да не ги чуе някой.","All three of them burst into muffled laughter, trying not to be heard.",All three of them laughed in unison so that no one would hear them.,All three of them laughed into their hands so that no one would hear them.,And all three of them laughed into their hands so that no one would hear them.,0.7714322,0.74024355,0.7467609
440,10,Bai Ganyo Returns From Europe Bul,52,"— Брей, опичайте си акъла, вардете се, че ако ви чуе някой — отиваме на гюрултия... Хей, момче, какъв е онзи вестник там? „Свобода“ ли? — обърна се бай Ганьо към слугата.","“Well, watch your step. Be on guard, because if anyone hears us, we’ll really be in hot water. Hey, boy, what’s that newspaper there? Freedom?” Bai Ganyo turned to the waiter.","""Hey, get your wits together, be careful, if anyone hears you, we're going to a riot... Hey, boy, what's that newspaper over there? ""Svoboda""?"" Bai Ganyo turned to the servant.","— Good grief, keep your wits about you, watch out, for if someone hears you—we're in for it... Hey, boy, what's that newspaper there? ""Svoboda"" [Freedom]? — Bay Ganyo turned to the servant.","— Well, use your heads and be careful, because if someone hears you, we’re in for a racket... Hey, boy, what’s that newspaper over there? Is it *Svoboda*? — Bay Ganyo turned to the servant.",0.7017687,0.6354134,0.6041143
441,10,Bai Ganyo Returns From Europe Bul,53,"— „Свободно слово“, господине.","“Free Speech, sir.”","— ""Free speech,"" sir.","— ""Free Word,"" sir.","— “Free speech,” sir.",0.82586074,0.5646391,0.8526296
442,10,Bai Ganyo Returns From Europe Bul,54,"— Ех, че ми се иска да попрочета — шепне на другарите си бай Ганьо, — ама ме е страх, дявол да го вземе. Ще чуе големеца — па иди се оправяй сетне.","“Eh, I’d like to read it,” Bai Ganyo whispered to his comrades, “but I’m scared, damn it. The big shot will hear of it—then go try to straighten things out.”","""Oh, I wish I could read,"" Uncle Ganyo whispers to his friends, ""but I'm scared as hell. The big guy will hear it - so go get yourself ready later.""","— Oh, how I’d like to read a bit — Bay Ganyo whispers to his companions, — but I’m afraid, damn it. The big shot will hear — and then try to talk your way out of it.","— Ah, how I’d like to do a bit of reading — Bay Ganyo whispers to his companions — but I’m afraid, the devil take it. The big shot will hear — and then go sort it out afterward.",0.6025081,0.6272787,0.61857307
443,10,Bai Ganyo Returns From Europe Bul,55,"Но тъкмо в този момент произлезе една сцена, която накара пътниците да се вдървят на местата си. Едно пет-шестгодишно момченце пристъпваше лениво около прага на кръчмата и си пееше някакви импровизации и, види се, под впечатлението на тридневното софийско непрекъснато „долу“ в мотива на „Шуми Марица“ остави същинския текст и захласнато в песнята си, употребяваше следующите втълпени в мозъка му думи: „До-лу-лу, до-лу, до-лу-лу, до-лу, до-о-лу, до-о-лу, до-лу Стамболов!“ Дружен смях на веселящите се групи прекъсна импровизацията на детето, което, възбудено от неочаквания успех, отново, с по-силен глас, почти с крясък, продължи песента си и вместо, ма-арш,ма-арш! — викаше „до-о, до-о, долу Стамболов, до-до-до-доолу, долу Стамболов“. Този път освен дружния смях зачуха се ръкопляскания и викове „браво“, „долу“, „долу блудникът“, „долу тиранинът“ от една компания младежи, които се връщаха от разходка.","But just then a scene occurred that froze the travelers in their seats. A ﬁve- or six-year-old little boy was wandering idly about the entry of the tavern, improvising various songs to himself, and, obviously under the influence of the “down with Stambolov” heard constantly in Sofia for the last three days, he abandoned the standard text to the tune of “Shumi Maritsa” and, carried away by his song, used the words that had been impressed on his mind: “Down wi-ith, down with, down wi-ith, down with, do-own with, do-own with, down with Stambolov!” Approving laughter from the groups of revelers interrupted the child’s improvisation, and, excited by his unexpected success, he started singing again in a louder voice, almost shouting, and instead of “Ma-arch, ma-arch,” he cried, “Do-own, do-own, down with Stambolov, dow-dow-dow-do-own with, down with Stambolov.” This time, in addition to the friendly laughter, you could hear applause and shouts of “Bravo,” “Down with him,” “Down with the lecher,” and “Down with the tyrant” from a group of young people returning from a hike.","But just at that moment a scene occurred that made the passengers stiffen in their seats. A five- or six-year-old boy was lazily pacing around the threshold of the pub and singing some improvisations and, apparently, under the impression of the three-day Sofia continuous ""down"" in the motif of ""Shumi Maritsa"" he left the actual text and, carried away by his song, used the following words that were embedded in his brain: ""Do-lu-lu, do-lu, do-lu-lu, do-lu, do-o-lu, do-o-lu, do-lu Stambolov!"" The friendly laughter of the rejoicing groups interrupted the child's improvisation, who, excited by the unexpected success, again, in a louder voice, almost with a shout, continued his song and instead of, ma-arsh, ma-arsh! — he shouted, “Do-oh, do-oh, down Stambolov, do-oh-oh-down, down Stambolov.” This time, in addition to the friendly laughter, there were applause and shouts of “bravo,” “down,” “down with the fornicator,” “down with the tyrant” from a group of young people returning from a walk.","But just at that moment, a scene occurred that made the passengers freeze in their places. A five- or six-year-old boy was stepping lazily around the threshold of the tavern, singing some improvisations and, apparently under the impression of the three-day continuous ""down with"" in Sofia, to the tune of ""Shumi Maritsa,"" he abandoned the actual lyrics and, absorbed in his song, used the following words drummed into his brain: ""Down-wn-wn, down, down-wn-wn, down, do-o-own, do-o-own, down with Stambolov!"" A collective laugh from the merrymaking groups interrupted the child's improvisation, who, excited by the unexpected success, again, with a louder voice, almost a scream, continued his song and instead of ""March, march!"" — shouted ""do-o, do-o, down with Stambolov, do-do-do-doown, down with Stambolov."" This time, besides the collective laughter, there were sounds of applause and cries of ""bravo,"" ""down with him,"" ""down with the libertine,"" ""down with the tyrant"" from a company of young men returning from a walk.","But just at that moment a scene occurred that made the passengers freeze in their seats. A little boy of five or six was lazily pacing about the threshold of the inn and singing some improvisations, and, apparently under the impression of the three-day-long Sofia refrain of “down” in the tune of “Shumi Maritsa,” he abandoned the actual text and, carried away in song, used the following words, implanted in his mind: “Do-lu-lu, do-lu, do-lu-lu, do-lu, do-o-lu, do-o-lu, do-lu Stambolov!” A hearty laugh from the merry groups interrupted the child’s improvisation, and he, excited by the unexpected success, again, in a louder voice, almost shouting, continued his song and instead of “ma-arsh, ma-arsh!” was crying “do-o, do-o, down with Stambolov, do-do-do-doown, down with Stambolov.” This time, besides the hearty laughter, there were also applause and shouts of “bravo,” “down,” “down with the libertine,” “down with the tyrant” from a group of young men returning from a walk.",0.8941107,0.8942616,0.9426895
444,10,Bai Ganyo Returns From Europe Bul,56,Аз се обърнах към масата на тримата пътници.,I turned to the table of the three travelers.,I turned to the table of three passengers.,I turned toward the table of the three passengers.,I turned toward the table of the three travelers.,0.87315845,0.88302714,0.98704576
445,10,Bai Ganyo Returns From Europe Bul,57,"Бай Ганьо и неговите другари се превърнали в статуи. С разтворени уста, с облещени неподвижно очи, лицата им изобразяваха такава печална смес от страх и учудване, щото не ми оставаше освен да съжалявам, че нямах фотографически апарат... Пръв се свести бай Ганьо, обърна очи към манифестантите и веднага трепна, като че поразен от електрически ток: един конен полицейски стражар минуваше по шосето и чуваше тези ужасни викове и вместо да извади шашката си и като хала с бесен вик да я развърти около главите на тези нечувани бунтовници, на тези черни души, на тези разбойници и предатели, той изглеждаше спокойно, с добродушна усмивка на лицето... Ако в този момент беше избухнал вулкан на Витоша, едва ли би слисал нашите пътници повече, отколкото тази сцена...","Bai Ganyo and his comrades sat motionless like statues. Open mouthed and glassy eyed, their faces expressed such a pitiful mixture of fear and wonder that I could only be sorry I didn’t have a camera. Bai Ganyo was the first to recover; he turned his eyes toward the demonstrators and instantly shuddered, as if struck by an electric current. A mounted police officer passing on the road heard these terrible shouts, and instead of drawing his sword and waving it with a maddened howl like a cyclone over the heads of these outrageous rebels, these evil souls, these bandits and traitors, instead of this, he watched them calmly, with a good-natured smile on his face. If a volcano had erupted on Vitosha at that moment, it could hardly have astounded our travelers more than that scene.","Bai Ganyo and his comrades turned into statues. With their mouths open, their eyes fixed, their faces depicted such a sad mixture of fear and amazement that I could only regret not having a camera... Bai Ganyo was the first to come to his senses, turned his eyes to the demonstrators and immediately shuddered, as if struck by an electric current: a mounted police guard was passing along the road and heard these terrible screams, and instead of taking out his scythe and swinging it around the heads of these unheard-of rebels, these black souls, these robbers and traitors with a furious cry, he looked calm, with a good-natured smile on his face... If a volcano had erupted on Vitosha at that moment, it would hardly have shocked our passengers more than this scene...","Bay Ganyo and his companions had turned into statues. With mouths agape, with eyes staring motionlessly, their faces depicted such a mournful mixture of fear and astonishment that I could only regret not having a camera... Bay Ganyo was the first to come to his senses; he turned his eyes toward the demonstrators and immediately shuddered, as if struck by an electric current: a mounted police guard was passing along the road and hearing these terrible shouts, and instead of drawing his saber and, like a whirlwind with a furious cry, brandishing it over the heads of these unheard-of rebels, these black souls, these brigands and traitors, he looked on calmly, with a good-natured smile on his face... If a volcano had erupted on Vitosha at that moment, it would hardly have stunned our travelers more than this scene...","Bai Ganyo and his companions had turned into statues. With mouths agape and eyes staring fixedly, their faces expressed such a sorrowful mixture of fear and amazement that I had no choice but to regret not having a camera... Bai Ganyo was the first to come to his senses; he turned his eyes toward the demonstrators and immediately shuddered as if struck by an electric current: a mounted police officer was passing along the road and could hear those terrible shouts, and instead of drawing his sabre and, like a whirlwind, swinging it with a furious cry around the heads of those unheard-of rebels, those black souls, those bandits and traitors, he appeared calm, with a good-natured smile on his face... If a volcano had erupted on Vitosha at that moment, it would hardly have stunned our travelers more than this scene...",0.8926343,0.77310014,0.898319
446,10,Bai Ganyo Returns From Europe Bul,58,"— Оплескахме я ний нея! — изговори с отчаяна въздишка бай Ганьо. — А бе, бай Михале, я иди, моля ти се, около тезгяха, та надзърни в „Свободно слово“, виж там дано разбереш каква е тази работа...","“We’ve made a mess of it!” Bai Ganyo pronounced with a despairing sigh.“Hey, Bai Mihal, please, go over by the counter and sneak a look at Free Speech. See if you can figure out what’s going on.”","""We slapped her!"" said Uncle Ganyo with a desperate sigh. ""Well, Uncle Mihale, please go around the counter and take a look at ""Svobodno Slovo"", look there and hopefully you'll understand what this is all about...""","— We’ve really botched it! — Bay Ganyo uttered with a desperate sigh. — Listen, Bay Mihal, go, I beg you, over by the counter and take a peek at *Svobodno Slovo*; see if you can figure out what this business is all about...","— We’ve really messed it up! — said Bay Ganyo with a desperate sigh. — Well, Bay Mihal, please go around the counter and take a look in *Svobodno Slovo*; see if you can figure out what this is all about...",0.40241826,0.39656955,0.37727788
447,10,Bai Ganyo Returns From Europe Bul,59,"— Хубава работа, ами ти защо не отидеш? Я да ти видя куража! — отговаря бай Михал.","“Well, fine and dandy; why don’t you go yourself? Let’s see how brave you are,” answered Bai Mihal.","""Good job, why don't you go? Let me see your courage!"" replies Uncle Michal.",— That’s a fine thing! Why don’t you go then? Let’s see your courage! — replied Bai Michal.,"— Nice work, then why don’t you go? Let me see your courage! — replies old Mihal.",0.6221395,0.7899387,0.62643695
448,10,Bai Ganyo Returns From Europe Bul,60,"— Ей, че си прост! Какво бива най-сетне да надзърнеш; мини край тезгяха, уж че гледаш ракията, подсвирквай си така, па с едно око, тъйцък, виж... да няма ново минис... Има хас!...","“Eh, you’re so simple minded! After all, how hard is it to take a peek? Just go by the counter as if you’re looking at the rakia, whistling to yourself like this, then with one eye, zip, like that, look to see if by chance there’s a new minis . . . Simple!”","""Hey, you're so simple! What's the point of finally peeking in? Go past the counter, pretending to be looking at the brandy, whistle like this, and with one eye, like this, look... don't let there be any new minis... There's hash!""","— Hey, you're so thick! Why don't you finally take a peek; pass by the counter, pretending to look at the rakia, whistling to yourself like this, and with one eye, just like that, see... if there isn't a new minis... Could it be!...","— Hey, how stupid you are! At least finally take a peek; pass by the counter, as if you’re looking at the brandy, whistle casually, and with one eye, like this, look... so there won’t be another minis... As if! ...",0.65990424,0.8011176,0.62986636
449,10,Bai Ganyo Returns From Europe Bul,61,— Невъзможно нещо... Опичай си акъла!...,"“Impossible, keep your wits about you.”","""An impossible thing... Get your wits out of your way!""",— Impossible... Keep your wits about you!...,— Impossible thing... Come to your senses!...,0.83493876,0.69653004,0.43087637
450,10,Bai Ganyo Returns From Europe Bul,62,"— Ами не видя ли стражарина?... А бе я чакай, мечка страх, мен не страх — ще погледна вестника, па майната му!","“But didn’t you see the officer? Well then, hang on, I’ll have to take the bull by the horns—I’ll look at the newspaper, the hell with it.”","""Well, didn't you see the guard?... Oh, wait a minute, I'm scared of bears, I'm not scared - I'll look at the newspaper, so fuck it!""","— Well, didn't you see the policeman?... Wait a minute, I'm not afraid — I'll take a look at the newspaper, and to hell with it!","— Well, didn’t you see the policeman?... Ah, wait a minute, it’s the bear that’s afraid, not me — I’ll take a look at the newspaper, and to hell with it!",0.61004186,0.733091,0.6646881
451,10,Bai Ganyo Returns From Europe Bul,63,"И бай Ганьо стана от мястото си, засвири със зъбите си „Зелен листец“ и като се озърташе уж разсеяно, правеше орлов кръг към тезгяха; доближи се, хвана за гърлото една бутилка с коняк и престорен, че чете етикета й, така си изкриви надясно очите, щото човек насреща му би видял само белтъците им, и погледът му падна върху сгънатата газета, от която се виждаше само заглавието „Свободно слово“. Той си потътра дясната ръка и като усили „Зелен листец“, за да заглуши шума на вестника, разтвори едната му част и с ужасно изкривени надясно очи прочете: „Известия от Двореца. Днес... се представи на Н. Ц. Височество президент-министърът и министърът на вътрешните дела г. д-р К. Стоил...“ — Нещо се пресече в гърлото на бай Ганьо; той се изкашля; облиза си мигом засъхналите устни и метна изкривено око по-надолу и прочете с големи заглавни букви: „Падна Стамбол...“, и сърцето на Ганя падна в ботушите му, той изтърва бутилката с коняка и за да заглади произведения шум, почна силно да кашля... Обърна се бай Ганьо към другарите си и изрече многозначително. — Беше!","Bai Ganyo rose from his seat, began whistling “Green Leaves” through his teeth, and, looking around as if distracted, circled like an eagle toward the counter, approached, grabbed a bottle of cognac by the neck, and, pretending to read the label, swiveled his eyes to the right so far that someone facing him would have seen only the whites, until his gaze fell on the folded newspaper, of which only the masthead, Free Speech, was visible. He slid out his right hand and, whistling “Green Leaves” louder in order to cover the newspaper’s noise, unfolded one part of it and, with eyes horribly slanted to the right, read, “News from the court. Presented to H.R. Highness today was the prime minister and minister of the interior, Dr. K. Stoil . . .” Something caught in Bai Ganyo’s throat; he coughed, licked his lips, which had suddenly gone dry, and cast a sideways glance downward to read the large letters of a headline: “Fall of Stambol . . .”—and Bai Ganyo’s heart fell into his boots. He let the cognac bottle slip and to cover up the resulting noise began to cough loudly. Bai Ganyo turned toward his comrades and uttered portentously, “It’s happened.”","And Bai Ganyo got up from his seat, whistled ""Green Leaf"" with his teeth and, looking around absently, made a circle around the counter; he approached, grabbed a bottle of cognac by the neck and, pretending to read its label, twisted his eyes to the right so that a person facing him would only see their whites, and his gaze fell on the folded newspaper, from which only the headline ""Free Speech"" was visible. He rubbed his right hand and, turning up ""Green Leaf"" to drown out the noise of the newspaper, opened one part of it and with terribly twisted eyes to the right read: ""Notices from the Palace. Today... presented himself to His Highness... the President-Minister and Minister of the Interior, Dr. K. Stoil..."" - Something caught in Bai Ganyo's throat; he coughed; He immediately licked his dry lips and cast a squinted eye downwards and read in large capital letters: ""Stambol has fallen..."", and Ganya's heart sank into his boots, he dropped the bottle of cognac and to smooth out the noise he made, he began to cough loudly... Bai Ganya turned to his comrades and said meaningfully. ""It was!""","And Bay Ganyo rose from his seat, began whistling ""Green Leaf"" through his teeth, and, glancing around with feigned nonchalance, made a wide, eagle-like sweep toward the counter; he approached, grabbed a bottle of cognac by the neck, and, pretending to read its label, squinted his eyes so far to the right that anyone facing him would have seen only the whites; his gaze fell upon a folded newspaper, of which only the title ""Svobodno Slovo"" was visible. He reached out his right hand and, whistling ""Green Leaf"" more loudly to drown out the rustling of the paper, unfolded a section of it and, with his eyes strained terribly to the right, read: ""News from the Palace. Today... the Prime Minister and Minister of Internal Affairs, Dr. K. Stoilov, was presented to His Royal Highness..."" Something caught in Bay Ganyo’s throat; he coughed, instantly licked his dry lips, and cast a sideways glance further down, reading in large capital letters: ""Stambolov has fallen..."", and Ganyo’s heart sank into his boots; he dropped the cognac bottle and, to cover up the noise, began to cough violently... Bay Ganyo turned to his companions and uttered meaningfully:
— He’s finished!","And Bay Ganyo rose from his seat, whistled “Green Leaflet” through his teeth, and, glancing about as if absent-mindedly, made an eagle-like circle toward the counter; he drew near, seized a bottle of cognac by the neck, and, pretending to read its label, twisted his eyes so far to the right that a person facing him would have seen only the whites of them, and his gaze fell upon the folded newspaper, from which only the title “Free Word” could be seen. He moved his right hand along and, while intensifying “Green Leaflet” to drown out the rustling of the newspaper, opened one part of it and, with his eyes horribly twisted to the right, read: “News from the Palace. Today... was received by His Imperial Highness the president-minister and the minister of internal affairs Mr. Dr. K. Stoil...” — Something caught in Bay Ganyo’s throat; he coughed; instantly licked his dried lips and cast a twisted eye farther down and read in large capital letters: “Stambol has fallen...”, and Ganya’s heart sank into his boots, he dropped the bottle of cognac and, in order to smooth over the noise made, began coughing loudly... Bay Ganyo turned to his companions and said meaningfully: — It was!",0.9349245,0.74966216,0.85599846
452,10,Bai Ganyo Returns From Europe Bul,64,"— Хаир сюле, бай Ганьо! — обади се бай Михал.","“Don’t even say that, Bai Ganyo!” cried Bai Mihal.","""Good morning, Uncle Ganyo!"" said Uncle Michal.","— Good tidings, Bay Ganyo! — called out Bay Mihal.","— Good luck, Bay Ganyo! — said Bay Michal.",0.40326208,0.42170513,0.34607267
453,10,Bai Ganyo Returns From Europe Bul,65,"— Свърши се тя! — допълни бай Ганьо и като се приближи при масата, пошепна тихо на другарите си: — Стамболов ефенди боклатмъш! Стоилов сега...","“It’s over,” added Bai Ganyo, and as he drew near the table, he whispered softly to his comrades in Turkish, “Stambolov efendi is down the toilet; now it’s Stoilov.”","""It's over!"" added Bai Ganyo, and as he approached the table, he whispered quietly to his companions: ""Stambolov Effendi, you scoundrel! Stoilov now...""","— It’s all over! — Bay Ganyo added, and as he approached the table, he whispered quietly to his companions: — Stambolov effendi is finished! It’s Stoilov now...","— It’s over for her! — added Bay Ganyo, and, approaching the table, whispered softly to his companions: — Stambolov effendi boklatmush! Stoilov now...",0.8370733,0.7858305,0.71482754
454,10,Bai Ganyo Returns From Europe Bul,66,"— Не може да бъде бе, що думаш! Във вестника ли?...",“It can’t be. What are you saying? In the paper did it . . . ?”,"""It can't be, what are you saying! In the newspaper?""","— It can't be, man, what are you saying! In the newspaper?...","— It can’t be, can it, what do you think! In the newspaper?...",0.82904613,0.59145606,0.60547495
455,10,Bai Ganyo Returns From Europe Bul,67,— Разбира се!,“Of course.”,—Of course!,— Of course!,— Of course!,0.5280684,0.5280684,0.5280684
456,10,Bai Ganyo Returns From Europe Bul,68,— А бе да не е някоя уйдурма?,“But could it be some kind of trick?”,"""Could it be some kind of yiddurma?""","— Hey, is this some kind of setup?",— Could it be some kind of scam?,0.62393695,0.34302372,0.32162157
457,10,Bai Ganyo Returns From Europe Bul,69,"— Каква ти уйдурма! — извика с глас бай Ганьо и като събра всичкия си кураж, затропа по масата и се провикна: — Хей, момче, я дай тука „Свободно слово“...","“What do you mean, ‘trick’?” burst out Bai Ganyo, and gathering all his courage, he banged on the table and called out, “Hey, lad, bring Free Speech over here.”","""What a fool you are!"" shouted Bai Ganyo loudly, and gathering all his courage, he stomped on the table and shouted: ""Hey, boy, give me ""Free Speech"" here...""","— What a setup! — cried Bay Ganyo aloud, and summoning all his courage, he banged on the table and shouted: — Hey, boy, bring ""Svobodno Slovo"" over here!...","— What a trick! — cried out Bay Ganyo, and, gathering all his courage, he thumped on the table and shouted: — Hey, boy, bring over “Svobodno Slovo” here...",0.7855691,0.37562358,0.47850275
458,10,Bai Ganyo Returns From Europe Bul,70,Другарите неволно си снишиха главите и почнаха да се озъртат плахо.,The friends instinctively lowered their heads and began looking around nervously.,The comrades involuntarily lowered their heads and began to look around timidly.,The comrades involuntarily lowered their heads and began to look around timidly.,The comrades involuntarily lowered their heads and began to look around timidly.,0.7463049,0.7463049,0.74630487
459,10,Bai Ganyo Returns From Europe Bul,71,"Момчето донесе вестника и го подаде случайно на бай Михаля, но той, като че му подадоха нажежено желязо, отдръпна си ръката и показа с очи към бай Ганя. Бай Ганьо взе газетата и то се знай, пообърна се да види какво има, какво няма в кръчмата, па най-сетне откъде ще се вземе толкова кураж у бай Ганя! Ама все пак куражлия! Разгърна „Свободно слово“ и почна: „Падна Стамб...“","The boy brought the newspaper and by chance happened to hold it out to Bai Mihal, who pulled back his hand as if being offered a piece of red hot iron and signaled with his eyes toward Bai Ganyo. Bai Ganyo took the paper and, of course, turned this way and that to see who was and who was not at the tavern; after all, how could Bai Ganyo get up the nerve? But in the end he had the guts to do it! He unfolded Free Speech and began: “Fall of Stamb . . .”","The boy brought the newspaper and casually handed it to Bai Mihalya, but he, as if he had been handed a red-hot iron, withdrew his hand and pointed with his eyes at Bai Ganya. Bai Ganya took the newspaper and, who knows, turned around to see what was in the pub, what was not, and finally, where did Bai Ganya get so much courage from? But courage nonetheless! He opened ""Free Speech"" and began: ""Stamb has fallen...""","The boy brought the newspaper and happened to hand it to Bay Mihal, but he, as if he were being handed red-hot iron, pulled back his hand and gestured with his eyes toward Bay Ganyo. Bay Ganyo took the paper and, as you might expect, looked around to see what was and wasn't going on in the tavern, for after all, where would Bay Ganyo find so much courage! But he was a brave soul nonetheless! He unfolded *Svobodno Slovo* and began: ""Stamb[olov] has fallen...""","The boy brought the newspaper and handed it by chance to Bay Mihal, but he, as if they had handed him a piece of red-hot iron, drew back his hand and pointed with his eyes toward Bay Ganyo. Bay Ganyo took the paper and, of course, turned around to see what there was and what there wasn’t in the tavern, and at last—where would Bay Ganyo get so much courage! But still, a brave fellow! He unfolded “Free Word” and began: “Stamb... has fallen”",0.8893274,0.7164153,0.80657375
460,10,Bai Ganyo Returns From Europe Bul,72,"Закашля се бай Ганьо, закашляха се още по-силно другарите му. Бай Михал изкриви окото си към вестника да види дали чете право неговият смел другар и се увери, че няма грешка... Наведе глава към вестника и третият другар и прочете и... треска го втресе, и свят му се зави. Колко ли негови дела и делца, дрямали с години под прокурорското сукно, ще измъкнат на бял свят тия две думици...","Bai Ganyo began to cough, and his comrades began coughing even harder. Bai Mihal looked out of the corner of his eye toward the paper to see whether his brave friend was reading correctly and assured himself that there was no mistake. The third comrade also bent his head toward the paper and read, and a tremor shook him, and his world began to spin. So many of his lawsuits and hearings that had lain dormant for years under the prosecutorial robe would be dragged out into the light of day by those three little words!","Bai Ganyo coughed, his comrades coughed even harder. Bai Michal squinted at the newspaper to see if his brave comrade was reading correctly and made sure there was no mistake... He lowered his head to the newspaper and the third comrade read and... a fever seized him, and his world turned upside down. How many of his deeds and affairs, dormant for years under the prosecutor's cloth, will these two words bring to light...","Bay Ganyo cleared his throat, and his companions cleared theirs even more loudly. Bay Michal squinted at the newspaper to see if his brave comrade was reading correctly and satisfied himself that there was no mistake... The third comrade also bowed his head over the newspaper, read, and... a shudder seized him, and his head began to swim. How many of his deeds and misdeeds, which had slumbered for years under the prosecutor’s cloth, would those two little words drag into the light of day...","Bai Ganyo coughed, and his companions coughed even more loudly. Bai Mikhal squinted toward the newspaper to see whether his brave comrade was reading correctly, and he made sure there was no mistake... The third companion also bent his head toward the newspaper and read, and... a fever shook him, and his head began to spin. How many of his deeds and little deeds, slumbering for years beneath the prosecutor’s cloth, would those two little words drag out into the light of day...",0.66091084,0.64179534,0.6966136
