,Article ID,Article Name,Paragraph,Original,English,Google,Gemini,ChatGPT,English - Google,English - Gemini,English - ChatGPT
135,2,Host And Guest Ge,73,"ამას ამბობდა ჯოყოლა, თან აბჯარს ისხამს ტანზედა: წელზე შაიბა ფრანგული, თოფი გადიგდო მხარზედა, ქისტს არ მაუდის ჯიშადა მუზარადის დგმა თავზედა. მარტოკა მიდის ცალს მხარეს, თავდადებული ცდაზედა, მტრის დასახვედრად სხვანია შამოეფინნენ მთაზედა.","These were the words of Joqola as he put his armour on; he buckled his sabre round his waist, over his shoulder he slung his gun, following the Chechen custom, he put no helmet on his head. Alone, he went off on his own, dedicated to the fray... The others, ready to engage the foe, had spread out on the hill.","This was what Jokola said, while he was wearing armor: a French belt around his waist, a rifle slung over his shoulder, a helmet on his head, and a helmet on his head. He walked alone, determined to fight, while others were hiding on the mountain to meet the enemy.","Thus spoke Jokola, as he donned his armor: he buckled a Frankish blade to his waist and slung a rifle over his shoulder. It is not the custom of the Kist people to wear a helmet upon the head. Alone he goes to one side, resolute in his sacrifice, while others spread across the mountain to meet the foe.","This is what Jokolá was saying, while he was putting on his armor:  
around his waist he fastened a French sword,  
he slung a rifle over his shoulder;  
for a Kist, wearing a helmet on his head is not fitting by birth.  
He goes alone to one side, devoted to the trial,  
while others have spread out on the mountain to meet the enemy.",,,
136,2,Host And Guest Ge,74,"XII. ჩამოდის ხევსურთა ჯარი დროშა მოჰქონდა წინასა; მიჰმართეს სასაფლაოსა, მდუმარეს ქისტთა ბინასა: მოძებნონ თავისი მკვდარი, მოკრიბონ გმირის ძვალები, ზვიადაურის მტანჯველთა ძირში მოსთხარონ თვალები.","XII. Down the Khevsuri army comes, its banner proudly borne before it; they headed for the cemetery, the Chechens' silent dwelling-place they meant to find their hero's corpse, to gather up his valiant bones, to gouge the eyes out by the roots from Zviadauri's torturers.","XII. The Khevsur army arrives, carrying a flag in front; They head for the cemetery, the silent dwelling of the Kists: To search for their dead, to gather the bones of the hero, to dig their eyes into the feet of Zviadauri's tormentors.","XII. The Khevsur army descends,
A banner carried in the lead;
They headed for the cemetery,
The silent dwelling of the Kists:
To seek their dead,
To gather the hero's bones,
And from Zviadauri's tormentors,
To gouge out their eyes.","XII. The army of the Khevsurs comes down, with a banner carried before it;  
they made for the cemetery, the silent dwelling of the Kists:  
to seek out their dead, to gather the hero’s bones,  
and at the root of Zviadauri’s tormentors to dig out their eyes.",,,
137,2,Host And Guest Ge,75,"დაუხვდათ ქისტის ჯარიცა, ხევ-ხევის პირას მალული; შამოესროლეს თოფები, მაჟრები შემოსალტული; გზას არ უთმობენ ხევსურთა ბიჭები ამოსხარტული. ორივე მხრიდამ თოფებსა ზედ დაკიჟინით ისვრიან, ორსავე საქმე აწუხებს, ორნივე მედგრად იბრძვიან. ბლომად დალია ტყვიამა სისხლი, – მოძოვა ქუჩია, მაინც არ გატყდენ ქისტები, სდგანან ვით ციხე-ბურჯია. ბაბურაულმა ხევსურთა ხმალ-და-ხმალ ჩასვლა ურჩია. მივიდა საქმე ხმალზედა, ფარმა გზა მისცა საკაფი, საძევარი აქვთ ხევსურთა ძვირი განძი და ალაფი. ფარო, ნუ ჰმტყუვნობ გორდასა, შენა ხარ მაგის ჯალაფი; თავქვე მორბინალთ ხევსურთა წინ კლდე დაუხვდათ წარაფი.","Hidden on every gorge's edge, the Chechen army fought them back. They fired their banded Magyar guns. These hefty, well-built lads don't yield the path to the Khevsuri men. Both sides raise their guns and fire, yelling out their battle-cries, both sides find the going hard, both fight to the bitter end. The bullets were drinking copiously of blood and grazed the fescue-grasses. But the Chechen did not break, standing like a buttressed fort. Baburauli told the Khevsuri to turn to fighting with cold steel. The battle became a clash of swords, shields cleared paths for swords to hack, the Khevsuri are out to win a precious treasure and a booty. Shield, don't let the sabre down, you and it are boon companions! The Khevsuri tore down the hill, before them rose a tall sheer crag.","They met the Kist soldiers, hidden at the edge of the ravine; they fired their rifles, their muskets were in their hands; the Khevsur boys, their backs up, did not give way. They were shooting at each other with their rifles on both sides, both were worried about the matter, both were fighting steadily. The bullets had drunk blood in abundance, - the street was a pasture, still the Kist did not break, they stood like a fortress-tower. Baburaul advised the Khevsurs to attack with swords. The matter came to the sword, the plow gave way to the plow, they have the Khevsurs' precious treasure and the hay. Peacock, do not deceive me, Gorda, you are the one who is the slayer; the Khevsurs, who are in a hurry, have found a rock in front of them, the slayer.","They were met by the Kist army, hidden along the edges of the ravines;
They opened fire with their rifles, those hoop-bound barrels;
They yield no path to the Khevsur youths, who have sprung into action.
From both sides, they fire their guns amidst fierce war cries;
Both are burdened by their cause, and both fight with valor.
The bullets drank blood in abundance—grazing the mountain grass—
Yet the Kists did not break; they stand like a fortress tower.
Baburauli urged the Khevsurs to descend for sword-to-sword combat.
The battle came to the blade; the shield made way for the hewing;
The Khevsurs have a prize to claim—precious treasure and spoils.
O shield, do not fail the Gorda sword, for you are its companion;
As the Khevsurs rushed downward, a rocky ledge rose to meet them.","They were met by the Kists’ army too, hidden along the riverbank;  
they fired their guns, with their carbines belted tight;  
the Khevsur boys, all bristling, would not give way on the road.  

From both sides they shoot, shouting, with their guns;  
both sides are troubled by the matter, and both fight steadfastly.  
The bullets drank plenty of blood — Kutchia mowed them down —  
yet the Kists still did not break, standing like a fortress tower.  

Baburauli advised the Khevsurs to go down sword against sword.  
So it came to swords, and the shield gave way for the cutting path;  
the Khevsurs have a precious treasure and spoil to defend.  
Pharo, do not deceive Gordas; you are his servant.  
In front of the Khevsurs running downhill, a cliff-like precipice appeared.",,,
138,2,Host And Guest Ge,76,"კლდიდამ გადუხტა უეცრად ქისტი ხმალ-მოღერებითა, აკვირვებს ქისტის ლაშქარსა მტრის ჯარის მოგერებითა. ზოგს მოტყუება ეგონა, ამბობდენ მოჩვენებითა: – ეგ ვინ უხვდება ხევსურთა? ჩვენი მხარეა, ვინ არი?","A Chechen with his sword raised high suddenly leapt down from the crag; he astounds the Chechen army by beating-back the enemy hosts. Some think it a spectre or a feint, or speak of ghostly apparitions. ""Who is that engaging the Khevsuri? He's one of ours, who can it be?""","Klidida suddenly attacked the Kist with swords and spears, surprising the Kist army with the blows of the enemy army. Some thought it was a deception, they said in a mocking voice: - Who is this, Khevsur? Is it our side, who is it?","Suddenly, a Kist leapt from the cliff, brandishing his sword,
Astonishing the Kist host by repelling the enemy's army.
Some thought it a deception, saying it was an apparition:
""Who is that confronting the Khevsurians? He is on our side, but who is he?""","Suddenly a Kist sprang from Kldi, brandishing his sword,  
amazing the Kist host by driving back the enemy’s army.  
Some thought it was a trick, saying it was an apparition:  
– Who is that confronting the Khevsurs? This is our side—who is it?",,,
139,2,Host And Guest Ge,77,"– ეგ უნდა ჯოყოლა იყოს, სწორედ, ნამდვილად ის არი! – სთქვა ერთმა, სხვანიც დასთანხმდენ, გაოცებულნი უცქერენ. როგორ არ უფთხის გროვასა, თუმცა ხმალ-ხანჯრებს უღერენ. მოჰკლეს კიდეცა, იქცევა, მკერდს ხანჯრის წვერით უწერენ.","""It must be Joqola, indeed it's him all right,"" one man said; others concurred and watched, amazed: he is not frightened by the mob, though swords and daggers are thrust at him; now he's struck down and spins around, the point of a dagger stabs his chest.","– That must be Jokola, that's right, it's definitely him! – said one, the others agreed, staring in amazement. How can he not be afraid of the pile, even though they are stabbing him with swords and daggers. They have even killed him, it seems, they are marking his chest with the tip of a dagger.","– That must be Jokola, exactly, it is truly he! – said one, and the others agreed, watching in amazement. How he does not flinch before the crowd, though they brandish swords and daggers at him. They killed him then; he falls, and they mark his chest with the tip of a dagger.","– That must be Jokhola, exactly, truly that’s him! – said one, and the others agreed, staring in astonishment. How is he not afraid of the crowd, though they brandish swords and daggers at him. They even killed him; he is falling, they are tracing his chest with the tip of a dagger.",,,
140,2,Host And Guest Ge,78,"ქისტთ გაუხარდათ დიაღაც, – „მოჰკლან, თუ მოჰკლეს – ახია! ეხლაც მასხარად აგვიგდო, წინად ხომ ბევრჯელ აგვრია, სოფლისა გადრა ინდომა, ჩვენ კი ტალახში გაგვრია. მარტოკა მტრის ჯარს დაუხვდა, სწორედ დავლათით დაგვრია.“","The Chechens were utterly overjoyed: ""Let them kill him, if they have, he asked for it; he's shown us up. He often used to give us trouble, he set himself above the village and rubbed our faces in the dirt. He went alone to meet the foe and thus has brought bad luck upon us.""","The Kist were also happy, - ""Let them kill him, if they kill him - oh my! He's making fun of us now too, he's already beaten us many times before, he's been a villager, and he's dragged us through the mud. He met the enemy army alone, and he beat us right in the face.""","The Kists rejoiced greatly, – “Let them kill him, if they killed him – it serves him right! Even now he has mocked us, as he often confounded us before; he wished to be better than the village, yet he dragged us through the mud. Alone he faced the enemy host, truly he has outshone us with his glory.”","The Kists were indeed pleased: “Whether they kill him or he kills them—serves them right! He has mocked us even now; before, too, he often humiliated us, wanted to outdo the whole village, and instead he dragged us through the mud. He faced the enemy army alone, and truly, by sheer luck, he overwhelmed them.”",,,
141,2,Host And Guest Ge,79,"ხევსურთ ჯოყოლა გასწირეს მკვდარი, კლდის თავსა, კეტამზე. თითონ დაესხნენ ქისტებსა, ჩამოეფინნენ ფერდაზე. გახდა ხმალ-ხანჯრის ტრიალი, დაკრული მიდის მკერდამდე; ფარ-ხმალის ჩხერა, წკრიალი ცას ადიოდა ღმერთამდე.","The Khevsuri left Joqola dead, on a lofty, jutting rock; they then fell upon the Chechens and spread out over the mountainside. Now swords and daggers whirled about, blows reached chests, swords and shields set up a clanging and a crash that rose to God in the skies above.","The Khevsurs sacrificed Jokola, the dead, on the top of the rock, on Ketam. They attacked the Kists one by one, they fell on the ground. The sword and dagger became a whirlwind, the pierced one reaching the chest; the clash of shields, the crackling of arrows, went up to the sky, to the gods.","The Khevsurs left Jokola for dead at the top of the cliff, upon a litter. They themselves fell upon the Kists, pouring down the mountain slope. The whirling of swords and daggers began, the strikes cutting deep to the chest; the clashing and ringing of shield and blade rose to the heavens, reaching God.","The Khevsurs left Joqola for dead, on the cliff-top, on the ledge.  
They themselves fell upon the Kists, spreading down the slope.  
There began the whirling of swords and daggers, the blows landing up to the chest;  
the clatter and ringing of shields and swords rose to the sky, up to God.",,,
142,2,Host And Guest Ge,80,"გაიქცა ქისტის ლაშქარი, კოშკებს მიჰმართა გრიალით, უკან მისდევენ ხევსურნი, თავზე ჩაჩქნების პრიალით; მოკრიბეს სასაფლაოზე ზვიადას ძვლები ტრიალით: ზოგი სად ეგდო, ზოგი სად, ფრინველთ ნაჯიჯგნი ფრიალით.","The Chechen army turned and fled, they headed, clattering, for their towers. The Khevsuri follow close behind, their helmets shining on their heads; at the graveyard they gathered up Zviadauri's scattered bones; one lay here, another there, strewn and torn at by the birds.","The Kist army fled, heading for the towers with a roar, the Khevsurians chased after them, with a roar of thunder on their heads; they gathered Zviada's bones in the cemetery with a roar: some lay here, some where, with a fluttering sound, chirping with birds.","The Kist host fled, rushing toward the towers with a roar,
The Khevsurs pursued them, helmets glinting on their heads;
In the graveyard, they gathered Zviada’s bones with heavy hearts:
Some lay here, some there, torn and scattered by the birds.","The Kist host fled, rushing toward the towers with a roar;  
the Khevsurs pursued them, with their helmets gleaming overhead;  
they gathered Zviada’s bones in a whirl on the cemetery:  
some lay here, some there, torn apart by birds, scattered in the air.",,,
143,2,Host And Guest Ge,81,"მოკრიბეს ძვლები ხურჯინში და გამობრუნდნენ შინათვე, ასრულეს გულის წადილი, დანაპირები წინათვე. გამოირეკეს ცხვარ-ძროხა, გადმოავლიეს მთანია; ამოიყარეს მტრის ჯავრი, სადარდო რაღა არია?! უცხოეთს მაინც არ დაჰრჩათ, შინ მოაქვთ თავის მკვდარია, ფშავ-ხევსურეთის იმედი, ქავ-ციხე, რკინის კარია. მოძმენი დაიტირებენ თავის მკვდარს თავის წესზედა, მიაბარებენ სამარეს მამა-პაპათა გვერდზედა: ძვირად ღირს დანადინარი თავისის ცრემლი მკერდზედა!","The bones collected in a knapsack, they turned for home. They had fulfilled their heart's desire, their first intent. They drove the sheep and cattle home, taking them back across the peaks; they'd had their vengeance on the foe, what cause had they for sadness now? Home they brought their hero's corpse, the fort, the iron gate, the hope of Pshavia and Khevsuria had not been left in foreign parts. Comrades would weep as was their custom for their departed, they'd bury him by the graves where his forefathers lay. Costly are the tears indeed shed on the breast of a man we've loved.","They gathered the bones in a coffin and returned home, fulfilling their heart's desire, their promise from before. They drove out the sheep and cows, they crossed the mountains; they drove out the enemy's horde, what is there to worry about?! They still did not leave the foreign land, they brought home their dead, the hope of Pshav-Khevsureti, the fortress, the iron gate. The relatives will mourn their dead on their graves, they will lay them beside their ancestors: The tears of their own tears on their chests are worth a lot!","They gathered the bones in a saddlebag and turned back home at once,
Fulfilling the heart's desire, the promise made long ago.
They drove out the sheep and cattle, crossing over the mountains;
They satisfied their grudge against the foe, what is there left to grieve?!
At least they did not leave him in a foreign land, they bring their dead home,
The hope of Pshav-Khevsureti, the stone fortress, the iron gate.
Kinsmen will mourn their dead according to their own rites,
They will commit him to the grave beside his forefathers:
Dearly valued are the tears shed upon one's own breast!","They gathered the bones into a saddlebag and turned back home at once,  
they fulfilled the heart’s desire, the promise made before.  
They drove the sheep and cattle forth, crossed over the mountains;  
they vented their grief against the enemy—what sorrow is left to bear?!  
At least they did not leave them in a foreign land; they bring their dead home,  
the hope of Pshav-Khevsureti, the stone fortress, the iron gate.  
Their kinsmen will mourn their dead in their own ancestral way,  
and lay them in the grave beside their fathers and forefathers:  
dearly is bought the tear that one lets fall upon one’s own breast!",,,
144,2,Host And Guest Ge,82,"XIII. – უცხოს კაცისა მოზარევ, ხევსურთ მოგიკლეს ქმარია. წადი, იტირე, აღაზავ, სამარეს მიაბარია. თავს დაჰყრანტალებს ყორანი, წვერ-ულვაშს უცრის ქარია.","XIII. ""You who mourned for a foreigner, the Khevsuri have killed your husband. Go off, Aghaza, weep for him, lay him in his grave. The wind ruffles his whiskers and his beard, the crows are croaking at his head.""","XIII. – You are a stranger to a man, you are the husband of Khevsur. Go, weep, mourn, he has been taken to the grave. A raven is pecking at your head, the wind is blowing on your beard and mustache.","XIII. – Mourner of a stranger, the Khevsurs have killed your husband. Go, weep, Aghaza, commit him to the grave. A raven croaks over his head, the wind sifts through his beard and mustache.","XIII. – The stranger’s man, O Mozarev, the Khevsurs have killed your husband. Go, weep, Agaza, and commit him to the grave. The raven will hover over his head, and the wind will comb his beard and mustache.",,,
145,2,Host And Guest Ge,83,"– შენს მტერსა ისეთი ყოფნა, რო ჩემი ყოფნა მწარია! აღარვინ მივლის ახლოსა, არვინ მიჭირა მხარია. იქვე დავმარხე კლდის თავზე, საფლავიც გავუთხარია; სუყველამ ზურგი მაქცია, ყველაყა განზე მდგარია. სასაფლაოც კი შემიკრეს, რო დამემარხა ცხედარი: ჯოყოლამ გვიღალატაო, მაგის ადგილი ეგ არი, საცა მარტოკა ომობდა, ჩვენთვისა ჩირქის მცხებარი, თემის პირისა გამტეხი, ორგული, დაუდეგარი. ცეცხლი მწვავს, ძმაო, ცეცხლი მწვავს უალო, მოუდებარი; გულს მიკლავს, გონებას მირევს ფიქრები გაუგებარი!","""May your enemies endure a life as bitter as mine has turned. No-one now approaches me, no-one offers a helping hand. I have buried him there above the rocks, there I dug a grave for him. Everyone turns their back on me, everyone stands aside when I pass. They fenced the graveyard off from me, to stop me from burying the body there. 'Joqola', they say, 'was a traitor to us. His place is where he fought alone, he smeared us with pus, he is a man who disobeyed the village's will, a two-faced and a wanton man'. Fire, oh brother, is burning me, a flameless fire that doesn't catch; it deadens my heart, it clouds my mind with thoughts I cannot understand.""","– Your enemy is such that my existence is bitter! No one comes near me anymore, no one holds my hand. I buried myself there on top of a rock, I dug a grave; everyone turned their backs on me, everyone stands aside. They even built a cemetery to bury my body: Jokola betrayed us, that's his place, he fought alone, he is ours, a pus-burning fire, a breaker of the community's mouth, a traitor, a relentless one. The fire burns me, brother, the fire burns me, unquenchable; it kills my heart, my mind is confused by incomprehensible thoughts!","– May your enemy suffer such a fate, for my existence is bitter! No one comes near me anymore, no one stands by my side. I buried him right there, atop the cliff; I dug the grave myself. Everyone has turned their back on me; everyone stands aloof. They even barred the graveyard to prevent me from burying the body: ""Jokola has betrayed us,"" they say, ""that is where he belongs—where he fought alone, bringing shame upon us, a breaker of the community’s word, disloyal and wayward."" A fire burns me, brother, a flameless, unlit fire; incomprehensible thoughts kill my heart and cloud my mind!","– May your enemy have such a life, for my life is a sorrow! No one comes near me anymore, no one lends me a shoulder. I buried him right there on the cliff top, and dug his grave myself; everyone turned their backs on me, everyone stands apart. Even the cemetery was shut to me, so I could bury the body: “Jokhola betrayed us,” they say, “that is the place for him, where he fought alone, the one who smeared disgrace on us, the breaker of the clan’s honor, disloyal, restless.” Fire burns me, brother, fire burns me, with no flame, unkindled; it kills my heart, it confuses my mind with thoughts I cannot understand!",,,
146,2,Host And Guest Ge,84,"ცოლი სტიროდა ჯოყოლას, ცრემლს ასხურებდა ხშირადა, არჩვი ყელ-გადაგდებული, თმა-ხშირი, მთვარე პირადა, ეკერებოდა გულ-მკერდზე ქმარს მარგალიტის ღილადა.","Joqola's wife shed tears for him, harder and faster the tears poured down. She was a gazelle with its head arched back, her thick-flowing hair and moon-shaped face made her an adorment to her husband, like a pearl button on his chest.","The wife wept for Jokola, shedding tears often, her hair downcast, her moon-like face, she would sew a pearl button to her husband's chest.","The wife wept for Jokola, shedding tears incessantly,
A chamois with head thrown back, thick-haired, moon-faced,
She clung to her husband’s breast like a button of pearl.","The wife was weeping over Jokhola, often shedding tears, like a chamois with its neck thrown back, thick-haired, moon-faced, clinging to her husband’s chest like a pearl button.",,,
147,2,Host And Guest Ge,85,"XIV. ღამეა ბნელი, დელგმაა, დგანდგნარებს არე-მარეო. ღმერთო, მოჰხედე ტანჯულთა, უშველე, შაიწყალეო! კარგი კარგია მაინცა, – ბეჩავი შაიყვარეო! ტანჯულთა ლოცვა-მუდარა გულს ვარდად დაიყარეო! თუ არ უშველი, საწყლების სულები მიიბარეო!.. გეყო მაგდენი მუქარა, ღრუბელო, გადიყარეო!","XIV. The night is dark, the rain pelts down, all around the earth is trembling. God, look after the suffering, give them help and show them mercy. The good are well-off anywaу, show the ill-starred wretch Your love. Strew like roses the prayers and entreaties of the tormented in Your heart. If You can't help them, then redeem these unfortunate creatures' souls... Enough of your threatening: scatter, clouds!","XIV. The night is dark, the wind is blowing, the clouds are blowing. God, look at the suffering, help, O merciful one! It is good, it is good, - O merciful one! Pour the prayers and prayers of the suffering into the hearts of the suffering like roses! If you do not help, call upon the spirits of the waters!.. You have so many threats, O cloud, flee!","XIV. The night is dark, a deluge falls, the surroundings rumble. O God, look upon the suffering, help them, have mercy! Goodness is goodness still—love the wretched! Strew the prayers and pleas of the tormented like roses upon Your heart! If You will not help, then receive the souls of the poor! Enough of your threats, O cloud, disperse!","XIV. The night is dark, it is stormy, the surroundings are rumbling.  
God, look upon the suffering, help them, have mercy!  
Even so, goodness is good — gather the poor ones together!  
Let the prayer and supplication of the suffering fall upon the heart like roses!  
If you do not help, take the souls of the wretched away!..  
Enough of that much threat, cloud, scatter yourself!",,,
148,2,Host And Guest Ge,86,"მდინარე მოჰქუხს, მრისხანებს, ზედ ასქდებოდა ლოდებსა, დღესაც ისევე ბოროტობს, არ იცის, რისთვის ჰგოდებსა. არ ეშინიან ტანჯვისა, იმან არ იცის სიკვდილი. ერთი რამ იცის მხოლოდა: ცრემლის ღვრა, მაღლა ყვირილი, მუდამ ჟამს უცინარობა, მარტო ტირილი, ტირილი…","The river thunders and it rages, breaks off boulders and sweeps them away. Today the river is wreaking evil, it does not know for what it howls. It fears no pain, it knows no death: only one thing does it know - gushing of tears, howling out loud, and endless and unsmiling scowl, weeping alone, weeping alone...","The river roars, rages, it used to pour over the rocks, it still rages today, it doesn't know why it cries. It is not afraid of suffering, it doesn't know death. It knows only one thing: shedding tears, screaming loudly, always in a state of absurdity, only crying, crying...","The river roars, it rages, crashing against the boulders; today it is just as fierce, not knowing why it laments. It does not fear suffering, it knows no death. It knows only one thing: the shedding of tears, a loud outcry, a perpetual joylessness, only weeping, weeping…","The river roars, it rages,  
it surges over the boulders;  
today it is just as wicked,  
it does not know why it laments.  

It fears no suffering,  
it knows nothing of death.  
It knows but one thing alone:  
to shed tears, to cry aloud,  
unceasingly to be without a smile,  
to weep alone, to weep…",,,
149,2,Host And Guest Ge,87,"ქარი სცემს, დაბლა ხევებით ჩამოკიჟინებს მთებითა; ქალი სდგას, მდინარეს დასცქერს, კლდეზე, გაშლილის თმებითა; სხივ მიხდილს ვარსკვლავს მაგონებს მკრთალად მთრთოლარის ყბებითა. არ იღებს ხმასა… შემკრთალი ჰკრთის, რომ დასცქერის მდინარეს; რა საზარლადა ხმაურობს, როგორ საზარლად მდინარებს! ლაშ-დაღრენილი, სასტიკი შავი ხეობა მძვინვარებს, „თავს ნუ იკლავო!“ აბა, თუ ერთმა ურჩიოს მაინცა. დახუჭა ქალმა თვალები, მსწრაფლად მორევში ჩაიქცა.","Down in the gorges a wind strikes up, yelling its battle-cry through the peaks. A woman stands and stares at the river from a rock; her hair hangs loose. The pallid quiver of her cheeks reminds me of a star extinguished. She makes no sound... seized with fright, she shudders looking at the river: what a horrible roar it makes, how horribly it rushes on! The cruel blackness of the abyss rages with its jaws agape. Now if only a single person had told her. “Do not kill yourself!"" The woman closed her eyes and quickly she fell away into the chasm.","The wind blows, rushing down the ravines and mountains; A woman stands, gazing at the river, on a rock, with her hair spread; The ray reminds me of a pale star with her jaws trembling faintly. She makes no sound… She sighs, snorting, as she gazes at the river; How terribly it roars, how terribly it flows! The roaring, cruel black gorge rages, “Don’t kill yourself!” Well, if only one person would advise her. The woman closed her eyes and quickly plunged into the whirlpool.","The wind beats, howling down from the mountains through the ravines;
A woman stands on a cliff, gazing at the river, her hair unbound;
She reminds me of a star whose light has faded, with pale, trembling lips.
She utters no sound… startled, she shudders as she looks down at the river;
How dreadfully it roars, how dreadfully it flows!
The snarling, cruel black valley rages;
If only someone would urge her: ""Do not kill yourself!""
The woman closed her eyes and swiftly plunged into the whirlpool.","The wind blows, and below, through the gorges, it howls among the mountains;  
a woman stands, gazing at the river, on a cliff, with her hair spread loose;  
it faintly reminds me of a dim, fading star, with trembling lips.  
She does not speak... trembling, she quivers as she looks at the river;  
how dreadfully it roars, how dreadfully it rushes on!  
The black gorge, with bared teeth, fierce and savage, rages,  
“Do not kill yourself!” — if only someone would advise her, at least.  
The woman closed her eyes and swiftly plunged into the whirlpool.",,,
150,2,Host And Guest Ge,88,"– რაღად ვიცოცხლო, რიღასთვის? ამას ჰფიქრობდა ქალია. – ქისტეთში ჩემი ერთგული კენჭიც კი არსად არია. ორთავ შევცოდეთ ქისტებსა, მათ შამიჩვენეს ქმარია… მე უფრო დიდი ცოდვა მაქვს, უცხოსთვის ცრემლი ვღვარია.","""Why on earth should I stay alive?"" were the woman's final thoughts. ""Nowhere in the Chechen lands does even a pebble share what I feel. The Chechens condemned me on two accounts. They have anathematized my husband... My other sin is greater still: I have shed tears for an alien man.""","– Why should I live, for Riga? This is what the woman thought. – My faithful pebble is nowhere to be found in Kisteti. We have sinned against the Kisteti, they have shown me a husband… I have a greater sin, I shed tears for a stranger.","– Why should I live, and for what? Thus thought the woman.
– In Kisteti, not even a pebble is left that is loyal to me.
We both sinned against the Kists, they have cursed my husband...
I have a greater sin still: I shed tears for a stranger.","– Why should I live, and for what? the woman was thinking. – Even my faithful little stone is nowhere in Kisteti. We both sinned against the Kists; they showed me my husband… I have the greater sin, for I have shed tears for a stranger.",,,
151,2,Host And Guest Ge,89,"წაიღო წყალმა აღაზა, ლამსა და ქვიშას შაჰრია.",The water bore away Aghaza and mixed her with the slime and sand.,"The water took away the city, the city of mud and sand.","The water carried Aghaza away, mingling her with silt and sand.","The water carried away Agaza, the mud, and the sand, Shahriya.",,,
152,2,Host And Guest Ge,90,"XV. იმ კლდის თავს, საცა ჯოყოლა მოჰკლეს ხევსურთა ბრძოლაში, ღამ-ღამ ჰხედავენ სურათსა ზვავისგან ნაგალს გორაში: კლდის თავს წადგება ჯოყოლა, სასაფლაოსკე იძახებს: „ზვიადაურო, ძმობილო, რად არ მაჩვენებ შენს სახეს?!“ სასაფლაოდამ წამოვა აჩრდილი ფარ-ხმალიანი, გულზე უწყვია დაკრეფით მკლავები სამკლავიანი. მივა და მიესალმება თავის ძმობილსა მდუმარედ. იქვე აღაზაც ამოდის სახე მოწყენით, მწუხარედ. ენთება ცეცხლი მათ გვერდით, მკრთალადა ბჟუტავს მთაზედა; იმათ ჰმასპინძლობს აღაზა, ჯიხვის მწვადს უწვავს ალზედა. ვაჟკაცობისას ამბობენ, ერთ-ურთის დანდობისასა, სტუმარ-მასპინძლის წესზედა ცნობის და და-ძმობისასა.","XV. Above the rock where Joqola died fighting off the Khevsuri, at nights, a vision can be seen, on that landslide-battered hill. High on the rock Joqola rises and calls to where the graveyard lies: ""Zviadauri, my brother, why don't you show your face to me?"" From the cemetery comes out a phantom bearing sword and shield; his arms, with armour on the elbows, are folded crosswide on his heart. He goes across and gives a silent greeting to his bosom-frien. There too Aghaza arises, sad-faced, full of melancholy. By their side a fire is lit, it flickers palely on the mountain. Aghaza is doing the honours, she spit-roasts goat-meat over the flames. They talk of brave and manly deeds, they talk of their trust in one another, about the laws of hospitality, friendly acquaintance and brotherhood.","XV. At the top of that rock, where Jokola was killed in the Khevsur battle, every night they see a picture of him buried in the mountain by an avalanche: Jokola goes to the top of the rock, the cemetery calls out: “Zviadauro, my brother, why don’t you show me your face?!” A shadow with a shield and a sword appears from the cemetery, his three-armed arms are tied around his heart. He comes and greets his brother silently. Aghaza also appears there, his face sad and sorrowful. A fire burns next to them, flickers faintly on the mountain; Aghaza hosts them, roasts a roast of lamb on the fire. They say about bravery, about trusting one another, about the rules of guest-host, about recognition and brotherhood.","XV. At the top of that cliff, where Jokola was killed in the battle with the Khevsurians,
Night after night they see a vision formed by the snow on the hill:
Jokola stands at the cliff’s edge, calling toward the graveyard:
“Zviadauri, my sworn brother, why do you not show me your face?!”
From the graveyard comes a shadow with shield and sword,
His powerful arms folded across his chest.
He approaches and greets his sworn brother in silence.
There, too, Aghaza rises, her face sad and sorrowful.
A fire is lit beside them, flickering dimly on the mountain;
Aghaza hosts them, roasting ibex meat over the flames.
They speak of valor, of sparing one another,
Of the laws of host and guest, of recognition and brotherhood.","XV. On the cliff where Jokhola was killed in the Khevsur battle, they see at night a vision of a mound formed by an avalanche: Jokhola stands on the cliff and calls toward the graveyard, “Zviadaur, my brother, why do you not show me your face?!” From the graveyard comes a shadow, armed with shield and sword, with folded arms and armlets laid across his chest. He approaches and silently greets his brother-friend. There too Agaza rises, her face sorrowful, mournful. A fire burns beside them, faintly flickering on the mountain; Agaza hosts them, roasting a deer’s kebab over the flame. They speak of manly valor, of mutual trust, and of the customs of host and guest, of brotherhood and sisterhood.",,,
