Article ID,Article Name,Paragraph,Original,English,Google,Gemini,ChatGPT,English - Google,English - Gemini,English - ChatGPT
5,Bul Bulgarian Deputy,7,"Виктор Стоянов обърна внимание и на важния труд на преводачите. „Само през последните три години повече от 200 български заглавия са преведени на чужди езици, като над десет от тях – на гръцки. Тези числа отразяват ясна и окуражаваща тенденция – българската литература достига до все по-широка аудитория и изгражда значими международни връзки“, смята той.","Viktor Stoyanov also stressed the important work of translators. ""In the past three years alone, more than 200 Bulgarian books have been translated into foreign languages, with more than ten of them translated into Greek. These figures reflect a clear and encouraging trend - Bulgarian literature is reaching an ever wider audience and building meaningful international connections,"" he said.","Viktor Stoyanov also drew attention to the important work of translators. ""In the last three years alone, more than 200 Bulgarian titles have been translated into foreign languages, with over ten of them into Greek. These numbers reflect a clear and encouraging trend - Bulgarian literature is reaching an increasingly wider audience and building significant international connections,"" he believes.","Viktor Stoyanov also drew attention to the important work of translators. “In the last three years alone, more than 200 Bulgarian titles have been translated into foreign languages, with over ten of them into Greek. These figures reflect a clear and encouraging trend – Bulgarian literature is reaching an ever-wider audience and building significant international connections,” he believes.","Victor Stoyanov also drew attention to the important work of translators. “In just the last three years, more than 200 Bulgarian titles have been translated into foreign languages, with over ten of them translated into Greek. These figures reflect a clear and encouraging trend — Bulgarian literature is reaching an ever wider audience and building meaningful international connections,” he said.",,,
5,Bul Bulgarian Deputy,8,"На събитието присъстваха още Николаос Бакунакис – председател на Гръцката фондация за книги и култура, Христос Цендемеидис – председател на Международния изложбен и конгресен център на Солун (TIF-HELEXPO S.A.), Лина Мендони – министър на културата на Гърция, Константинос Гюлекас – заместник-министър на вътрешните работи на Гърция с ресор Тракия и Македония, Атина Айдона – управител на регион Централна Македония, Стелиос Ангелудис – кмет на Солун, Антон Марков – генерален консул на България в Солун, Теодора Димова – български писател и други.","The event was also attended by Hellenic Foundation for Books and Culture Board Chair Nikos Bakounakis, TIF-HELEXPO S.A. Board Chair Christos Tsentemeidis, Greek Culture Minister Lina Mendoni, Greek Deputy Interior Minister for Macedonia and Thrace Konstantinos Gkioulekas, Central Macedonia Governor Athina Aidona-Athanasiadou, Thessaloniki Mayor Stelios Angeloudis, Bulgaria's Consul General in Thessaloniki Anton Markov and Bulgarian writer Theodora Dimova, among others.","The event was also attended by Nikolaos Bakunakis - Chairman of the Greek Foundation for Books and Culture, Christos Tsendemeidis - Chairman of the Thessaloniki International Exhibition and Congress Center (TIF-HELEXPO S.A.), Lina Mendoni - Minister of Culture of Greece, Konstantinos Gyulekas - Deputy Minister of Interior of Greece with responsibility for Thrace and Macedonia, Athina Aidona - Governor of the Central Macedonia Region, Stelios Angeloudis - Mayor of Thessaloniki, Anton Markov - Consul General of Bulgaria in Thessaloniki, Teodora Dimova - Bulgarian writer and others.","Also attending the event were Nikolaos Bakounakis – President of the Hellenic Foundation for Culture, Christos Tzendeimeidis – Chairman of the Thessaloniki International Exhibition and Congress Center (TIF-HELEXPO S.A.), Lina Mendoni – Minister of Culture of Greece, Konstantinos Gioulekas – Deputy Minister of Interior of Greece for Macedonia and Thrace, Athina Aidona – Governor of the Central Macedonia Region, Stelios Angeloudis – Mayor of Thessaloniki, Anton Markov – Consul General of Bulgaria in Thessaloniki, Teodora Dimova – Bulgarian writer, and others.","The event was also attended by Nikolaos Bakounakis – Chairman of the Greek Foundation for Books and Culture, Christos Tzendemedis – Chairman of the Thessaloniki International Exhibition and Congress Center (TIF-HELEXPO S.A.), Lina Mendoni – Minister of Culture of Greece, Konstantinos Gkoulekas – Deputy Minister of the Interior of Greece responsible for Thrace and Macedonia, Athina Aidona – Governor of the Central Macedonia Region, Stelios Angeloudis – Mayor of Thessaloniki, Anton Markov – Consul General of Bulgaria in Thessaloniki, Teodora Dimova – Bulgarian writer, and others.",,,
5,Bul Bulgarian Deputy,9,Официалното откриване на българския щанд ще бъде в четвъртък. „Литература отвъд границите“ е централната тема на българското участие.,The Bulgarian stand opens officially on Thursday. Literature Beyond Borders is the central theme of Bulgaria's participation.,"The official opening of the Bulgarian stand will be on Thursday. ""Literature Beyond Borders"" is the central theme of the Bulgarian participation.","The official opening of the Bulgarian stand will be on Thursday. ""Literature Beyond Borders"" is the central theme of the Bulgarian participation.",The official opening of the Bulgarian stand will take place on Thursday. “Literature Beyond Borders” is the central theme of Bulgaria’s participation.,,,
6,Bul Patriarch Daniil,1,"Шести май е неразривно свързан с почитта и признателността ни към българското непобедимо войнство, каза патриарх Даниил (06.05.2026 10:54)","Patriarch Daniil Says May 6 Is Inseparably Linked to Honouring Bulgaria's ""Invincible Military"" (06.05.2026 11:33)","May 6th is inextricably linked to our respect and gratitude to the Bulgarian invincible army, said Patriarch Daniil (06.05.2026 10:54)","May 6th is inextricably linked with our respect and gratitude toward the invincible Bulgarian military, said Patriarch Daniil (06.05.2026 10:54)","May 6 is inextricably linked to our respect and gratitude toward the invincible Bulgarian armed forces, said Patriarch Daniil (06.05.2026 10:54)",,,
6,Bul Patriarch Daniil,2,"В традицията на българската държавност и църковност 6 май е неразривно свързан с почитта и признателността ни към българското непобедимо войнство. Това каза българският патриарх и Софийски митрополит Даниил, който днес възглави тържествения водосвет с освещаване на бойните знамена в столицата.","Daniil, Patriarch of Bulgaria and Metropolitan of Sofia, said May 6 - the Day of Valour and the Bulgarian Armed Forces, is inseparably linked in Bulgarian state and church tradition with honouring and expressing gratitude to Bulgaria's ""invincible military"". Patriarch Daniil spoke after leading the traditional blessing ceremony and consecration of military battle flags in the capital on Tuesday.","In the tradition of Bulgarian statehood and churchhood, May 6 is inextricably linked to our respect and gratitude to the Bulgarian invincible army. This was said by the Bulgarian Patriarch and Metropolitan of Sofia Daniil, who today led the solemn blessing of water with the consecration of the battle flags in the capital.","In the tradition of Bulgarian statehood and the Church, May 6th is inextricably linked with our reverence and gratitude toward the invincible Bulgarian military. This was stated by the Bulgarian Patriarch and Metropolitan of Sofia, Daniil, who today led the solemn blessing of the waters and the consecration of the battle flags in the capital.","In the tradition of Bulgarian statehood and church life, May 6 is inseparably linked to our reverence and gratitude toward the invincible Bulgarian armed forces. This was said by Bulgarian Patriarch and Metropolitan of Sofia Daniil, who today led the solemn blessing service with the consecration of the battle flags in the capital.",,,
6,Bul Patriarch Daniil,3,"„В неизменно свидетелство за тържеството на живота, настъпило с Възкресението на нашия Господ и Спасител Иисус Христос, всесърдечно ви поздравявам с пресветлия празник на светия и славен Великомъченик Георги – дивен във вярата и в добродетелите воин Христов и всемирно прославен наш небесен застъпник и чудотворец. Следвайки традицията на 6 май, в празничния ден на свети Георги Победоносец светата ни Православна църква освещава знамената на бойната слава на победоносната ни Армия, като изпросва Божията милост и закрила за православното ни войнство, което съхранява мира и сигурността на скъпата ни родина и с чувство за дълг бди над живота и честта на българските граждани“, каза още патриарх Даниил.","""In lasting testimony to the triumph of life brought by the Resurrection of our Lord and Saviour Jesus Christ, I wholeheartedly greet you on the radiant feast day of Saint George the Great Martyr - a warrior of Christ wondrous in faith and virtue, and a universally glorified heavenly protector and miracle worker,"" he said. Following the tradition observed on May 6, the feast day of Saint George, the Bulgarian Orthodox Church blesses the battle flags of Bulgaria's victorious army and prays for God's mercy and protection over the armed forces, which safeguard the peace and security of the country, Patriarch Daniil added.","""In unchanging testimony to the triumph of life that came with the Resurrection of our Lord and Savior Jesus Christ, I wholeheartedly congratulate you on the most holy feast of the holy and glorious Great Martyr George - a wonderful warrior of Christ in faith and virtues and our world-famous heavenly intercessor and miracle worker. Following the tradition of May 6, on the feast day of Saint George the Victorious, our holy Orthodox Church consecrates the banners of the military glory of our victorious Army, imploring God's mercy and protection for our Orthodox army, which preserves the peace and security of our dear homeland and with a sense of duty watches over the life and honor of Bulgarian citizens,"" Patriarch Daniel also said.","“In enduring testimony to the triumph of life, brought about by the Resurrection of our Lord and Savior Jesus Christ, I wholeheartedly congratulate you on the most radiant feast of the holy and glorious Great Martyr George—a warrior of Christ wondrous in faith and virtue, and our universally glorified heavenly intercessor and miracle-worker. Following the tradition on May 6th, the feast day of Saint George the Victorious, our holy Orthodox Church consecrates the banners of military glory of our victorious Army, beseeching God’s mercy and protection for our Orthodox military, which preserves the peace and security of our dear homeland and, with a sense of duty, watches over the lives and honor of Bulgarian citizens,” Patriarch Daniil further stated.","“In an unchanging witness to the triumph of life, which came with the Resurrection of our Lord and Savior Jesus Christ, I wholeheartedly greet you on the most radiant feast of the holy and glorious Great Martyr George — a wondrous warrior of Christ in faith and virtues, and our universally glorified heavenly intercessor and miracle-worker. Following the tradition of May 6, on the festive day of Saint George the Victorious, our Holy Orthodox Church consecrates the banners of the battle glory of our victorious Army, imploring God’s mercy and protection for our Orthodox soldiery, which preserves the peace and security of our dear homeland and, with a sense of duty, watches over the life and honor of Bulgarian citizens,” Patriarch Daniil added.",,,
6,Bul Patriarch Daniil,4,"По думите му „нашите молитви и отредените в днешния празничен ден свещенодействия имат своето основание в исторически засвидетелстваната истина, че всякога в нашата вековна православна традиция упованието на българското войнство е било на първо място в Бога – в Този, от Когото знаем, че идва всяка действителна сила и мощ, както и във вярата ни в Христа Спасителя, която е била водещо убеждение не само за чествания днес от светата Църква Христов воин и мъченик свети Георги, но и за всички български воини, влизали в битка в защита на своите братя и сестри по вяра и род“.","According to him, the day's prayers and rituals are rooted in the historical belief that Bulgarian soldiers have always placed their trust first in God and in the Christian faith. He said this conviction guided not only Saint George, but also generations of Bulgarian warriors who fought to defend their homeland and fellow believers.","In his words, ""our prayers and the sacred acts prescribed on today's feast day have their basis in the historically attested truth that in our centuries-old Orthodox tradition, the trust of the Bulgarian army has always been in God first and foremost - in the One from Whom we know that all real strength and power comes, as well as in our faith in Christ the Savior, which was a leading conviction not only for the warrior and martyr of Christ, Saint George, commemorated today by the Holy Church, but also for all Bulgarian soldiers who entered battle in defense of their brothers and sisters in faith and lineage.""","In his words, ""our prayers and the sacred rites ordained for today's festive day have their foundation in the historically attested truth that always, in our centuries-old Orthodox tradition, the reliance of the Bulgarian military has been first and foremost on God – on Him, from Whom we know that every actual strength and power comes, as well as in our faith in Christ the Savior, which was a leading conviction not only for Christ's warrior and martyr Saint George, celebrated today by the Holy Church, but also for all Bulgarian warriors who entered battle in defense of their brothers and sisters in faith and kin.""","According to him, “our prayers and the sacred rites appointed for today’s festive day are grounded in the historically attested truth that, throughout our age-old Orthodox tradition, the trust of the Bulgarian armed forces has always been first and foremost in God — in Him from whom we know that all true strength and power come, as well as in our faith in Christ the Savior, which has been the guiding conviction not only of the Christian warrior and martyr Saint George, celebrated today by the Holy Church, but also of all Bulgarian warriors who entered battle in defense of their brothers and sisters in faith and kin.”",,,
6,Bul Patriarch Daniil,5,"„Изворите за хилядолетната история на нашия народ разказват, че традицията за освещаването на бойните знамена води началото си още от Първото българско царство, от времето на славния български цар Симеон Първи Велики. Първо такова исторически засвидетелствано събитие е освещаването, извършено през 917 г. – преди победоносната за българското оръжие битка при река Ахелой. В извършването на този ритуал пред нас се разкрива силата на упованието на великите ни предци в Бога и Неговата вечна правда; увереността им, че без Бога и идващата от Него към човеците благодатна сила не можем да сторим нищо, което да е истински добро и полезно. Същото ни казва и нашият Господ Иисус Христос: „… който пребъдва в Мене, и Аз в него, той дава много плод; защото без Мене не можете да вършите нищо“, припомни патриарх Даниил.","Patriarch Daniil noted that the tradition of blessing military banners dates back to the First Bulgarian Empire and the reign of Tsar Simeon I. He recalled that the first historically documented ceremony of this kind took place in 917 before the Battle of Achelous, which ended in a major Bulgarian victory. He said the ritual reflects the faith of Bulgaria's ancestors that no truly good or meaningful deed can be accomplished without God's grace and support.","""The sources for the thousand-year history of our people tell us that the tradition of consecrating battle flags dates back to the First Bulgarian Kingdom, from the time of the glorious Bulgarian Tsar Simeon the Great. The first such historically attested event is the consecration, which took place in 917 - before the victorious battle of the Bulgarian weapons at the Aheloy River. In performing this ritual, the strength of our great ancestors' trust in God and His eternal righteousness is revealed before us; their confidence that without God and the gracious power coming from Him to people, we cannot do anything that is truly good and useful. Our Lord Jesus Christ tells us the same thing: ""... he who abides in Me, and I in him, he bears much fruit; for without Me you can do nothing,"" recalled Patriarch Daniel.","""The sources of our people's millennial history tell us that the tradition of consecrating battle flags dates back to the First Bulgarian Kingdom, to the time of the glorious Bulgarian Tsar Simeon I the Great. The first such historically attested event is the consecration performed in 917 – before the battle at the Achelous River, which was victorious for Bulgarian arms. In the performance of this ritual, the strength of our great ancestors' reliance on God and His eternal righteousness is revealed to us; their conviction that without God and the grace-filled power flowing from Him to mankind, we can do nothing that is truly good and beneficial. Our Lord Jesus Christ tells us the same: '...he who abides in Me, and I in him, bears much fruit; for without Me you can do nothing,' Patriarch Daniil reminded.""","“The sources for the thousand-year history of our people tell us that the tradition of the consecration of battle flags dates back to the First Bulgarian Empire, to the time of the glorious Bulgarian Tsar Simeon I the Great. The first such historically attested event was the consecration carried out in 917 — before the battle at the Achelous River, victorious for Bulgarian arms. In the performance of this ritual, the power of our great ancestors’ trust in God and His eternal righteousness is revealed to us; their conviction that without God and the grace-filled power that comes from Him to human beings, we cannot do anything that is truly good and beneficial. Our Lord Jesus Christ tells us the same: ‘… he who abides in Me, and I in him, bears much fruit; for without Me you can do nothing,’” Patriarch Daniel recalled.",,,
6,Bul Patriarch Daniil,6,"„Водени от тази вяра и тази убеденост, нашите велики предци от всички времена са търсили и изпросвали Божията помощ във всяко свое начинание. Това правим и ние днес, когато в единство и единомислие на Църква и държава измолваме Божията помощ за славното ни войнство, мир, светлина и благоденствие за нашия народ и Родина. Нека поръсването с осветената чрез Божията благодат вода на тези бойни знамена да бъде още едно свидетелство за вярата ни в Бога и видим знак за Божието благоволение и Божията закрила към целия ни народ и особено към българските военнослужещи, които са посветили живота си на жертвеното войнско служение в редовете на Българската армия“, каза българският патриарх.","""Guided by this faith and conviction, our great forefathers throughout the centuries sought God's help in all their endeavours. We do the same today as, in unity between Church and State, we pray for God's protection for our military, and for peace, prosperity and wellbeing for our people and homeland,"" Patriarch Daniil said.","""Guided by this faith and this conviction, our great ancestors of all times have sought and asked for God's help in every endeavor. We do the same today, when in unity and unanimity of Church and state we implore God's help for our glorious army, peace, light and prosperity for our people and homeland. May the sprinkling of these battle banners with water sanctified by God's grace be yet another testimony to our faith in God and a visible sign of God's favor and God's protection for our entire people and especially for the Bulgarian military personnel who have dedicated their lives to sacrificial military service in the ranks of the Bulgarian Army,"" said the Bulgarian Patriarch.","„Guided by this faith and this conviction, our great ancestors of all times have sought and entreated God's help in every one of their endeavors. This is what we do today as well, when in the unity and unanimity of Church and state, we pray for God's help for our glorious military, and for peace, light, and prosperity for our people and Motherland. May the sprinkling of these battle flags with water sanctified through God's grace be yet another testimony to our faith in God and a visible sign of God's favor and protection for our entire nation, and especially for the Bulgarian servicemen who have dedicated their lives to sacrificial military service in the ranks of the Bulgarian Army,“ said the Bulgarian Patriarch.","“Guided by this faith and this conviction, our great ancestors throughout the ages have sought and implored God’s help in every undertaking of theirs. This is what we are doing today as well, when, in unity and harmony between Church and state, we beseech God’s help for our glorious armed forces, peace, light, and prosperity for our people and our Homeland. May the sprinkling of these battle banners with water sanctified through God’s grace be yet another testimony to our faith in God and a visible sign of God’s favor and God’s protection over our entire people and especially over the Bulgarian servicemen who have devoted their lives to the sacrificial military service in the ranks of the Bulgarian Army,” said the Bulgarian patriarch.",,,
7,Bul Mexico Festival,1,"Ние се борим за това кирилицата да се свързва с България, каза пред БТА Албена Спасова (04.05.2026 17:27)","Mexico Festival Shows that Poster Project ""Letters of Bulgaria – Alphabet of Europe"" Enjoys Sustained International Interest (04.05.2026 19:04)","We are fighting for the Cyrillic alphabet to be associated with Bulgaria, Albena Spasova told BTA (04.05.2026 17:27)","We are fighting for the Cyrillic alphabet to be associated with Bulgaria, Albena Spasova told BTA (04.05.2026 17:27)","We are fighting for Cyrillic to be associated with Bulgaria, Albena Spasova told BTA (04.05.2026 17:27)",,,
7,Bul Mexico Festival,2,"Ние се борим за това кирилицата да се свърже именно с България отвъд популярната идея, че говорим за руска азбука по силата на многолюдието на Русия, както и да се борим да създаваме собствени шрифтове. Наистина беше важно, че кирилицата стана една от трите официални писменности на Европа именно през България, приемайки България в Европейския съюз. Това каза пред БТА Албена Спасова, преподавател в Националната художествена академия (НХА), която на 22 април изнесе лекция в Мексико, свързана с проекта „Буквите на България – Азбуката на Европа“. По думите ѝ презентацията е била структурирана като „разходка в историята на световния плакат“, включваща 30 автори с водещо място в тази област. „Бях конструирала така лекцията, че тя съдържаше една уводна част за целия проект, след което за всеки един от авторите – по два слайда, в които бяха подредени, освен плаката за проекта, и между три и пет култови техни плакати“, обясни Спасова. Тя допълни, че в рамките на 60 минути е представена „сбита, но много интересна презентация“, която вече е публикувана в сайта на Международното триенале на сценичния плакат. Според нея устойчивият интерес към проекта се дължи както на универсалния език на плаката, така и на темата за кирилицата. „Буквата винаги е била предизвикателство за плакатиста… това е още една възможност за обогатяване на плакатния език“, отбеляза кураторът. Тя подчерта, че в колекцията са събрани „цветът на световния плакат“, като произведенията на участниците са част от големи международни музеи.","A poster exhibition titled The Letters of Bulgaria - Alphabet of Europe has attracted sustained international interest due both to the universal language of the poster and to the theme of the Cyrillic alphabet. ""The letter has always been a challenge for poster designers [...] it is another opportunity to enrich the language of poster art,"" said Albena Spasova, lecturer at the National Academy of Art in Sofia, interviewed by BTA. Spasova was approached by the news agency after the exhibition was presented between April 16 and 24 at the International Image Festival (FINI) 2026 in Pachuca, the capital of the Mexican state of Hidalgo, where Bulgaria was the guest country of honour. She curated the exhibition and delivered a lecture during the festival. Discussing The Letters of Bulgaria..., Spasova told BTA: ""We are working for the Cyrillic script to be associated precisely with Bulgaria, beyond the popular idea that we are talking about a Russian alphabet by virtue of Russia's large population, as well as to work towards creating our own typefaces. It was truly important that Cyrillic became one of the three official scripts of Europe precisely through Bulgaria, with Bulgaria joining the European Union."" According to her, the display in the Mexican city was structured as a ""walk through the history of the global poster"", featuring 30 artists who are leading figures in the field. She added that within 60 minutes a ""concise but very interesting presentation"" was delivered, which has already been published on the website of the International Triennial of Stage Poster in Sofia.","We are fighting for the Cyrillic alphabet to be associated with Bulgaria beyond the popular idea that we are talking about a Russian alphabet due to the large population of Russia, as well as fighting to create our own fonts. It was really important that the Cyrillic alphabet became one of the three official scripts of Europe precisely through Bulgaria, accepting Bulgaria into the European Union. This was told to BTA by Albena Spassova, a lecturer at the National Academy of Arts (NAA), who on April 22 gave a lecture in Mexico related to the project ""The Letters of Bulgaria - The Alphabet of Europe"". According to her, the presentation was structured as a ""walk through the history of the world poster"", including 30 authors with a leading position in this field. ""I had constructed the lecture in such a way that it contained an introductory part for the entire project, and then for each of the authors - two slides, in which, in addition to the poster for the project, between three and five of their iconic posters were arranged,"" Spassova explained. She added that within 60 minutes, a “concise but very interesting presentation” was presented, which has already been published on the website of the International Triennial of the Stage Poster. According to her, the sustained interest in the project is due to both the universal language of the poster and the theme of the Cyrillic alphabet. “The letter has always been a challenge for the poster artist… this is another opportunity to enrich the poster language,” the curator noted. She emphasized that the collection contains “the color of the world poster,” with the works of the participants being part of major international museums.","""We are fighting for the Cyrillic alphabet to be associated specifically with Bulgaria, moving beyond the popular idea that it is a Russian alphabet due to Russia's large population, as well as fighting to create our own fonts. It was truly important that the Cyrillic alphabet became one of the three official scripts of Europe specifically through Bulgaria, upon Bulgaria's accession to the European Union."" This was stated to BTA by Albena Spasova, a lecturer at the National Academy of Arts (NAA), who delivered a lecture in Mexico on April 22 related to the project ""The Letters of Bulgaria – The Alphabet of Europe."" 

According to her, the presentation was structured as a ""walk through the history of the global poster,"" featuring 30 leading authors in the field. ""I had designed the lecture to include an introductory section about the entire project, followed by two slides for each author, which featured not only their poster for the project but also between three and five of their iconic posters,"" Spasova explained. She added that a ""concise but very interesting presentation"" was delivered within 60 minutes, which has already been published on the website of the International Triennial of Stage Poster. 

According to her, the sustained interest in the project is due to both the universal language of the poster and the theme of the Cyrillic alphabet. ""The letter has always been a challenge for the poster artist... it is yet another opportunity to enrich the language of the poster,"" the curator noted. She emphasized that the collection brings together ""the cream of the global poster world,"" with the participants' works being part of major international museums.","We are fighting to ensure that the Cyrillic script is associated precisely with Bulgaria, beyond the popular idea that we are talking about a Russian alphabet because of Russia’s large population, as well as to continue creating our own typefaces. It was truly important that Cyrillic became one of Europe’s three official scripts precisely through Bulgaria, with Bulgaria’s accession to the European Union. This was stated to BTA by Albena Spasova, a lecturer at the National Academy of Art (NAA), who gave a lecture in Mexico on April 22 related to the project “The Letters of Bulgaria – The Alphabet of Europe.” According to her, the presentation was structured as “a walk through the history of the world poster,” featuring 30 authors who hold a leading place in this field.

“I had constructed the lecture so that it contained an introductory part about the entire project, followed by two slides for each author, in which, in addition to the project poster, there were also between three and five of their iconic posters,” Spasova explained. She added that within 60 minutes, a “concise but very interesting presentation” was delivered, which has already been published on the website of the International Triennial of the Stage Poster. According to her, the sustained interest in the project is due both to the universal language of the poster and to the topic of Cyrillic. “The letter has always been a challenge for the poster designer… this is yet another opportunity to enrich the language of the poster,” the curator noted. She emphasized that the collection brings together “the cream of the world poster scene,” with the participants’ works being part of major international museums.",,,
7,Bul Mexico Festival,3,"Участието в Мексико е част от мащабен международен фестивал, в който България е била акцент. Освен изложбата са представени и експозиции, посветени на българското културно наследство, розовото масло и туризма. В рамките на събитието българският художник Греди Асса бе удостоен със званието „международен почетен професор“.","Spasova said that alongside The Letters of Bulgaria..., the International Image Festival in Pachuca featured displays dedicated to Bulgarian cultural heritage, rose oil and tourism. The festival awarded Bulgarian artist Gredi Assa the title of ""international honorary professor"".","The participation in Mexico is part of a large-scale international festival in which Bulgaria was the focus. In addition to the exhibition, there were also expositions dedicated to Bulgarian cultural heritage, rose oil and tourism. Within the framework of the event, the Bulgarian artist Grady Assa was awarded the title of ""International Honorary Professor"".","The participation in Mexico is part of a large-scale international festival in which Bulgaria was the highlight. In addition to the exhibition, expositions dedicated to Bulgarian cultural heritage, rose oil, and tourism were also presented. During the event, the Bulgarian artist Gredi Assa was awarded the title of ""international honorary professor.""","Participation in Mexico is part of a large-scale international festival in which Bulgaria has been a highlight. In addition to the exhibition, displays dedicated to Bulgarian cultural heritage, rose oil, and tourism were also presented. As part of the event, the Bulgarian artist Gredi Assa was awarded the title of “international honorary professor.”",,,
7,Bul Mexico Festival,4,"Албена Спасова отбеляза, че събитието открива възможности за бъдещо сътрудничество, включително участие на български студенти в международни инициативи в областта на плаката и фотографията. Тя подчерта и ролята на българското посолство за реализирането на проекта, като определи представянето като „бляскаво и много ефектно“.","The event opened opportunities for future cooperation, including the participation of Bulgarian students in international initiatives in the fields of poster art and photography, Spasov noted. She highlighted the role of the Bulgarian Embassy in Mexico in the implementation of the project The Letters of Bulgaria..., describing the presentation as ""brilliant and highly effective"".","Albena Spasova noted that the event opens up opportunities for future collaboration, including the participation of Bulgarian students in international initiatives in the field of poster and photography. She also emphasized the role of the Bulgarian Embassy in the implementation of the project, describing the presentation as “glamorous and very impressive.”","Albena Spasova noted that the event opens opportunities for future cooperation, including the participation of Bulgarian students in international initiatives in the field of poster and photography. She also emphasized the role of the Bulgarian Embassy in the realization of the project, describing the presentation as ""glamorous and very impressive.""","Albena Spasova noted that the event opens up opportunities for future cooperation, including the participation of Bulgarian students in international initiatives in the fields of poster design and photography. She also emphasized the role of the Bulgarian embassy in the realization of the project, describing the presentation as “glamorous and very impressive.”",,,
7,Bul Mexico Festival,5,"Международната плакатна акция „Буквите на България – Азбука на Европа“, създадена от Международното триенале на сценичния плакат през 2007 г., обединява 30 художници от 20 държави около идеята за визуално представяне на българската азбука като една от трите писмености в Европа. Колекцията включва 30 плаката – по един за всяка буква, определена чрез жребий по време на петото издание на триеналето в София. Проектът съчетава творческите усилия на утвърдени световни плакатисти и български автори, като една от буквите – „Ь“ – е създадена след конкурс сред млади български художници. Всички произведения са реализирани в единен формат и типография и са отпечатани на няколко езика в ограничен тираж. Инициативата има за цел да популяризира българската култура чрез съвременно изкуство, превръщайки буквите в универсален визуален код. Колекцията е представяна в редица международни културни центрове.","The international poster initiative The Letters of Bulgaria – Alphabet of Europe, launched by Sofia's International Triennial of Stage Poster in 2007, brings together 30 artists from 20 countries around the idea of visually representing the Bulgarian alphabet as one of the three scripts in Europe. The collection includes 30 posters, one for each letter, selected by lot during the fifth edition of the Triennial. The project combines the creative efforts of established international poster artists and Bulgarian authors, with one of the letters - ""Ь"" - created following a competition among young Bulgarian artists. All works are produced in a unified format and typography and printed in several languages in a limited edition. The initiative aims to promote Bulgarian culture through contemporary art, turning letters into a universal visual code. The collection has been presented in a number of international cultural centres.","The international poster campaign “The Letters of Bulgaria – Alphabet of Europe”, created by the International Triennial of the Stage Poster in 2007, unites 30 artists from 20 countries around the idea of ​​visually presenting the Bulgarian alphabet as one of the three scripts in Europe. The collection includes 30 posters – one for each letter, determined by lot during the fifth edition of the triennial in Sofia. The project combines the creative efforts of established world poster artists and Bulgarian authors, with one of the letters – “Л” – being created after a competition among young Bulgarian artists. All works are realized in a single format and typography and are printed in several languages ​​in a limited edition. The initiative aims to popularize Bulgarian culture through contemporary art, transforming the letters into a universal visual code. The collection has been presented in a number of international cultural centers.","The international poster campaign ""The Letters of Bulgaria – Alphabet of Europe,"" created by the International Triennial of Stage Poster in 2007, brings together 30 artists from 20 countries around the idea of a visual representation of the Bulgarian alphabet as one of the three scripts in Europe. The collection includes 30 posters—one for each letter, determined by draw during the fifth edition of the triennial in Sofia. The project combines the creative efforts of established global poster artists and Bulgarian authors, with one of the letters—""Ь""—created following a competition among young Bulgarian artists. All works are executed in a unified format and typography and are printed in several languages in a limited edition. The initiative aims to promote Bulgarian culture through contemporary art, transforming the letters into a universal visual code. The collection has been presented in numerous international cultural centers.","The international poster campaign **“The Letters of Bulgaria – Alphabet of Europe,”** created by the International Triennial of the Stage Poster in 2007, brings together 30 artists from 20 countries around the idea of visually representing the Bulgarian alphabet as one of the three writing systems in Europe. The collection includes 30 posters — one for each letter, assigned by lot during the fifth edition of the triennial in Sofia. The project combines the creative efforts of established poster artists from around the world and Bulgarian authors, with one of the letters — **“Ь”** — created through a competition among young Bulgarian artists. All works were produced in a unified format and typography and printed in several languages in a limited edition. The initiative aims to promote Bulgarian culture through contemporary art, turning the letters into a universal visual code. The collection has been presented in a number of international cultural centers.",,,
