,Article ID,Article Name,Paragraph,Georgian,English,Google,Gemini,ChatGPT,English - Google,English - Gemini,English - ChatGPT
120,7,Ge Original Ipn News,8,"პროექტის მიხედვით, ახალი სახელმწიფო მინისტრის საქმიანობას მატერიალურ-ტექნიკურად და ორგანიზაციულად მთავრობის ადმინისტრაცია უზრუნველყოფს.","According to the draft, the Government Administration will provide material, technical, and organizational support for the new State Minister.","According to the project, the government administration will provide the material, technical and organizational support for the activities of the new state minister.","According to the draft, the Government Administration shall provide material-technical and organizational support for the activities of the new State Minister.","According to the project, the Government Administration will provide the new State Minister’s activities with material-technical and organizational support.",,,
121,7,Ge Original Ipn News,9,"მთავრობის საპარლამენტო მდივნის ვახტანგ ბაჩიაშვილის ინფორმაციით, სახელმწიფო მინისტრის უფლებამოსილებები მთავრობის დადგენილებაში დაზუსტდება, სადაც მისი რუტინული თუ სტრატეგიული უფლებამოსილებები გაიწერება.","Government parliamentary secretary Vakhtang Bachiashvili stated that the minister’s powers will be specified in a government resolution, outlining both routine and strategic responsibilities.","According to the Government's Parliamentary Secretary Vakhtang Bachiashvili, the powers of the State Minister will be specified in a government resolution, which will specify his or her routine and strategic powers.","According to the Parliamentary Secretary of the Government, Vakhtang Bachiashvili, the powers of the State Minister will be specified in a government decree, which will outline both their routine and strategic authorities.","According to Vakhtang Bachiashvili, the Parliamentary Secretary of the Government, the powers of the State Minister will be specified in a government resolution, where his routine and strategic responsibilities will be set out.",,,
122,7,Ge Original Ipn News,10,სამართალდამცავი ორგანოების კოორდინაციის საკითხებში სახელმწიფო მინისტრის თანამდებობაზე მამუკა მდინარაძე დაინიშნება.,Mamuka Mdinaradze is expected to be appointed to the position of State Minister for the Coordination of Law Enforcement Bodies.,Mamuka Mdinaradze will be appointed as State Minister for Coordination of Law Enforcement Agencies.,Mamuka Mdinaradze will be appointed to the position of State Minister for the Coordination of Law Enforcement Agencies.,Mamuka Mdinaradze will be appointed to the position of State Minister for Coordination of Law Enforcement Agencies.,,,
123,7,Trailers And Semi-Trailers,1,1tv_news7,1tv_news7,1tv_news7,**1TV News at 7**,1tv_news7,,,
124,7,Trailers And Semi-Trailers,2,ნაქერალას უღელტეხილსა და საჩხერე (სარეკი)-უზუნთა-შქმერი-ზუდალის გზაზე მისაბმელიანი და ნახევრად მისაბმელიანი ავტოტრანსპორტის მოძრაობა აკრძალულია,Trailers and semi-trailers are banned on Nakerala Pass and Sachkhere-Uzunta-Shkmeri-Zudali road due to snow,The movement of trailers and semi-trailers is prohibited on the Nakerala Pass and the Sachkhere (Sareki)-Uzunta-Skhmeri-Zudali road.,Traffic for trailers and semi-trailers is prohibited on the Nakerala Pass and the Sachkhere (Sareki)-Uzunta-Shkmeri-Zudali road.,Traffic of trailer and semi-trailer vehicles is prohibited on the Nakerala Pass and on the Sachkhere (Sareki)–Uzunta–Shkmeri–Zudali road.,,,
125,7,Trailers And Semi-Trailers,3,"09:23, 10.04.2026","09:50, 10.04.2026","09:23, 10.04.2026","09:23, 10.04.2026","09:23, 10.04.2026",,,
126,7,Trailers And Semi-Trailers,4,თოვის გამო შიდასახელმწიფოებრივი მნიშვნელობის ქუთაისი (მოწამეთა)-ტყიბული-ამბროლაურის საავტომობილო გზის კმ39-კმ60 (ნაქერალას უღელტეხილი) მონაკვეთზე და საჩხერე (სარეკი)-უზუნთა-შქმერი-ზუდალის გზაზე დროებით აკრძალულია მისაბმელიანი და ნახევრად მისაბმელიანი ავტოტრანსპორტის მოძრაობა.,"Due to snowfall, the movement of trailers and semi-trailers is temporarily prohibited on the section of the Kutaisi (Motsameta)-Tkibuli-Ambrolauri national road between kilometres 39 and 60 (Nakerala Pass), as well as on the Sachkhere (Sareki)-Uzunta-Shkmeri-Zudali road.","Due to snowfall, the movement of trailers and semi-trailers is temporarily prohibited on the section of the national importance Kutaisi (Motsameta)-Tkibuli-Ambrolauri highway km39-km60 (Nakerala Pass) and the Sachkhere (Sareki)-Uzunta-Shkmeri-Zudali road.","Due to snowfall, the movement of trailers and semi-trailers is temporarily prohibited on the km39-km60 section (**Nakerala Pass**) of the **Kutaisi (Motsameta)-Tkibuli-Ambrolauri** secondary road (road of domestic importance) and on the **Sachkhere (Sareki)-Uzunta-Shkmeri-Zudali** road.","Due to snowfall, the movement of trailer and semi-trailer vehicles is temporarily prohibited on the section of the domestic road of state significance Kutaisi (Motsameta)-Tkibuli-Ambrolauri, km39-km60 (Nakerala Pass), and on the Sachkhere (Sareki)-Uzunta-Shkmeri-Zudali road.",,,
127,7,Trailers And Semi-Trailers,5,"ინფორმაციას საქართველოს ინფრასტრუქტურის სამინისტროს საავტომობილო გზების დეპარტამენტი ავრცელებს. მათივე ცნობით, დანარჩენი სახის ავტოტრანსპორტის გადაადგილება თავისუფალია.","According to the Roads Department of the Ministry of Infrastructure of Georgia, the movement of other types of vehicles remains unrestricted.","The information was released by the Roads Department of the Ministry of Infrastructure of Georgia. According to them, the movement of other types of motor transport is free.","The information is released by the Roads Department of the Ministry of Regional Development and Infrastructure of Georgia. According to the same source, movement for other types of vehicles is unrestricted.","The information is disseminated by the Roads Department of the Ministry of Infrastructure of Georgia. According to them, the movement of all other types of vehicles is unrestricted.",,,
128,8,Ge Original Ipn News,1,IPN_news8,IPN_news8,IPN_news8,**IPN_news8**,IPN_news8,,,
129,8,Ge Original Ipn News,2,"ე.წ. მცირე ზომის მარნების კლასიფიკაცია იცვლება - მცირე ზომის მარნად იმ ტიპის ღვინის საწარმო განისაზღვრება, რომლის წლიური წარმადობაც 25 000 ლიტრ ღვინოს არ აღემატება (16.04.2026, 16:24)","Classification of so-called small wineries is changing: a small winery will be defined as a wine-producing enterprise whose annual output does not exceed 25,000 liters of wine (16.04.2026, 16:39)","The classification of so-called small wineries is changing - a small winery is defined as a type of wine enterprise whose annual production does not exceed 25,000 liters of wine (16.04.2026, 16:24)","The classification of so-called small-scale wineries is changing – a small-scale winery is defined as a wine production facility with an annual production capacity not exceeding 25,000 liters of wine (16.04.2026, 16:24)","The classification of the so-called small wineries is changing — a small winery is defined as a wine-producing enterprise whose annual output does not exceed 25,000 liters of wine (16.04.2026, 16:24)",,,
130,8,Ge Original Ipn News,3,"ე.წ. მცირე ზომის მარნების კლასიფიკაცია იცვლება - მცირე ზომის მარნად იმ ტიპის ღვინის საწარმო განისაზღვრება, რომლის წლიური წარმადობაც 25 000 ლიტრ ღვინოს არ აღემატება.","The classification of so-called small wineries is being changed — a small winery will now be defined as a wine-producing enterprise whose annual production does not exceed 25,000 liters of wine.","The classification of so-called small wineries is changing - a small winery is defined as a type of wine enterprise whose annual production does not exceed 25,000 liters of wine.","The classification of so-called small-scale wineries is changing—a small-scale winery is defined as a wine production facility whose annual production does not exceed 25,000 liters of wine.","The classification of the so-called small wineries is changing — a small winery is defined as a wine production facility whose annual output does not exceed 25,000 liters of wine.",,,
131,8,Ge Original Ipn News,4,"გარდა ამისა, სავალდებულო ხდება საქართველოში წარმოებული დაცული ადგილწარმოშობის დასახელების ალკოჰოლიანი სასმელის, საექსპორტოდ და ადგილობრივ სამომხმარებლო ბაზარზე რეალიზაციისათვის განკუთვნილი ყველა კატეგორიის ღვინის ორგანოლეპტიკური შემოწმება. ეს მოთხოვნა იმ ღვინოზე არ გავრცელდება, რომელიც მცირე ზომის მარანში იქნება წარმოებული.","In addition, organoleptic inspection (sensory evaluation) will become mandatory for all categories of wine produced in Georgia with a protected designation of origin and intended for export or the domestic consumer market. This requirement will not apply to wine produced in small wineries.","In addition, organoleptic testing of all categories of alcoholic beverages with a protected designation of origin produced in Georgia, wines intended for export and sale on the local consumer market, will be mandatory. This requirement will not apply to wines produced in small wine cellars.","Furthermore, organoleptic testing is becoming mandatory for alcoholic beverages with a Protected Designation of Origin (PDO) produced in Georgia, as well as for all categories of wine intended for export and sale on the local consumer market. This requirement will not apply to wine produced in small-scale wineries.","In addition, organoleptic inspection becomes mandatory for alcoholic beverages produced in Georgia with a protected designation of origin, as well as for all categories of wine intended for sale on the export market and the domestic consumer market. This requirement will not apply to wine produced in a small winery.",,,
132,8,Ge Original Ipn News,5,"შესაბამისი ცვლილებები “ვაზისა და ღვინის შესახებ“ კანონში ხორციელდება, რომელიც გარემოს დაცვისა და სოფლის მეურნეობის სამინისტრომ მოამზადა. პროექტი პარლამენტს მთავრობამ წარუდგინა.","The relevant amendments are being introduced to the Law “On Vine and Wine,” prepared by the Ministry of Environmental Protection and Agriculture. The draft law has been submitted to Parliament by the government.","The relevant amendments are being made to the Law on Vine and Wine, which was prepared by the Ministry of Environmental Protection and Agriculture. The draft was submitted to the Parliament by the government.","Relevant amendments are being made to the Law on Vine and Wine, prepared by the Ministry of Environmental Protection and Agriculture. The Government has submitted the draft to the Parliament.","The relevant amendments are being made to the “On Vine and Wine” law, which was prepared by the Ministry of Environmental Protection and Agriculture. The bill was submitted to Parliament by the government.",,,
133,8,Ge Original Ipn News,6,"პროექტის თანახმად, სარეალიზაციოდ განკუთვნილი, სერტიფიცირებული ალკოჰოლიანი სასმელის ნიშანდება სავალდებულო იქნება. ნიშანდებას ღვინის სააგენტო, გარემოს დაცვისა და სოფლის მეურნეობის მინისტრის მიერ დადგენილი წესით განახორციელებს.","According to the draft, labeling of certified alcoholic beverages intended for sale will become mandatory. The labeling will be carried out by the Wine Agency under a procedure established by the Minister of Environmental Protection and Agriculture.","According to the project, the labeling of certified alcoholic beverages intended for sale will be mandatory. The Wine Agency will implement the labeling in accordance with the rules established by the Minister of Environmental Protection and Agriculture.","According to the project, the labeling of certified alcoholic beverages intended for sale will be mandatory. The Wine Agency will carry out the labeling in accordance with the procedure established by the Minister of Environmental Protection and Agriculture.","According to the project, labeling of certified alcoholic beverages intended for sale will be mandatory. The labeling will be carried out by the Wine Agency in accordance with the procedure established by the Minister of Environmental Protection and Agriculture.",,,
134,8,Ge Original Ipn News,7,"„ვაზისა და ღვინის შესახებ“ მოქმედი კანონის გათვალისწინებით, მცირე ზომის მარანში მოიაზრებოდა მეწარმე, რომელსაც ტრადიციული საოჯახო მარანი აქვს და რომლის წლიური წარმადობა 40 000 ლიტრს არ აღემატება. ცვლილებებით, ეს რაოდენობა 40 000-დან 25 000 ლიტრამდე მცირდება.","Under the current Law “On Vine and Wine,” a small winery was defined as a traditional family wine cellar with annual production not exceeding 40,000 liters. Under the changes, this threshold is reduced from 40,000 to 25,000 liters.","Under the current Law on Vine and Wine, a small winery was considered an entrepreneur who had a traditional family winery and whose annual production did not exceed 40,000 liters. With the amendments, this number is reduced from 40,000 to 25,000 liters.","According to the current Law ""On Vine and Wine,"" a small-scale winery was defined as an entrepreneur who owns a traditional family cellar and whose annual production does not exceed 40,000 liters. Under the new amendments, this limit is being reduced from 40,000 to 25,000 liters.","“Regarding Grapevines and Wine” In accordance with the applicable law, a small winery was understood to mean an entrepreneur who has a traditional family winery and whose annual production does not exceed 40,000 liters. Under the amendments, this amount is reduced from 40,000 to 25,000 liters.",,,
135,8,Ge Original Ipn News,8,"„ვინაიდან მცირე ზომის მარნის ცნებამ და ჭარბმა წარმადობამ ფაქტიურად მისივე მნიშვნელობა დაკარგა, ამ ტერმინში ცვლილების განხორციელების და მცირე ზომის მარანში წარმოებული ღვინის წარმადობის ოდენობის შემცირების საჭიროება დგება.","The explanatory note attached to the draft law states: “Since the concept of a small winery and excessive production volume has effectively lost its meaning, there is a need to amend this term and reduce the production threshold for small wineries.","""Since the concept of a small winery and excessive production has literally lost its meaning, there is a need to change this term and reduce the amount of wine produced in a small winery.""","""Since the concept of a small-scale winery has effectively lost its significance due to excessive production, there is a need to amend this definition and reduce the production volume limits for wine produced in such wineries.""","“Since the concept of a small winery and excessive production has, in fact, lost its significance, there is a need to revise this term and reduce the production volume of wine produced in a small winery.”",,,
136,8,Ge Original Ipn News,9,"გასათვალისწინებელია, რომ აღნიშნული ღვინო ორგანოლეპტიკური მახასიათებლებით, გემოვნური თვისებებით საერთო ზეგავლენას ახდენს ქართული ღვინის რეპუტაციაზე, როგორც ადგილობრივ, ასევე საერთაშორისო ბაზრებზე. სწორედ ამ საკითხის რეგულირებისათვის მნიშვნელოვანია სახლის ღვინის ნაცვლად, ახალი კატეგორიის - ბუნებრივი ღვინის დამატება, რომელზეც არ გავრცელდება სავალდებულო ორგანოლეპტიკური შემოწმება მხოლოდ იმ შემთხვევაში თუ წარმოებულია მცირე ზომის მარანში და ამავდროულად, აღნიშნული ღვინის ეტიკეტზე განთავსდება ბუნებრივი ღვინისათვის განკუთვნილი შესაბამისი ნიშანი, რაც მომხმარებლის წინასწარ ინფორმირებას უზრუნველყოფს თავად პროდუქტის შესახებ.","It should be taken into account that such wine, through its organoleptic characteristics and taste qualities, has an overall impact on the reputation of Georgian wine both in domestic and international markets. In order to regulate this issue, it is important to introduce a new category — ‘natural wine’ instead of ‘home wine’ — which will not be subject to mandatory organoleptic testing only if it is produced in a small winery and if the label includes a specific mark designated for natural wine, ensuring that consumers are properly informed about the product.","It should be noted that the aforementioned wine, with its organoleptic characteristics and taste properties, has a general impact on the reputation of Georgian wine, both in local and international markets. To regulate this issue, it is important to add a new category - natural wine, instead of house wine, which will not be subject to mandatory organoleptic testing only if it is produced in a small cellar, and at the same time, the appropriate sign for natural wine will be placed on the label of the aforementioned wine, which will provide advance information to the consumer about the product itself.","It should be noted that the organoleptic characteristics and flavor profiles of the wine in question impact the overall reputation of Georgian wine in both domestic and international markets. To regulate this issue, it is essential to introduce a new category—""Natural Wine""—to replace ""House Wine."" This category would be exempt from mandatory organoleptic testing only if the wine is produced in a small-scale winery and, simultaneously, bears a specific designation for natural wine on its label, ensuring that consumers are informed about the product in advance.","It should be taken into account that this wine, through its organoleptic characteristics and taste qualities, has an overall impact on the reputation of Georgian wine, both in the local and international markets. For precisely regulating this issue, it is important to add a new category — natural wine — instead of home wine, to which the mandatory organoleptic inspection will not apply only if it is produced in a small winery, and at the same time, the label of this wine will display the appropriate mark intended for natural wine, which will ensure that consumers are informed in advance about the product itself.",,,
137,8,Ge Original Ipn News,10,"ამასთან, მნიშვნელოვანია ქართული ღვინის ხარისხისა და რეპუტაციის შენარჩუნება როგორც ადგილობრივ, ასევე საერთაშორისო ბაზრებზე და შესაბამისად, მომხმარებლისათვის მაღალი ხარისხის პროდუქტის მიწოდების უზრუნველსაყოფად აუცილებელი ხდება, ყველა კატეგორიის ღვინო - როგორც საექსპორტო, ასევე ადგილობრივ ბაზარზე სარეალიზაციოდ განკუთვნილი - ორგანოლეპტიკურ შემოწმებას დაექვემდებაროს.","At the same time, it is important to maintain the quality and reputation of Georgian wine on both domestic and international markets. Accordingly, to ensure the supply of high-quality products to consumers, it becomes necessary for all categories of wine — both for export and for the local market — to be subject to organoleptic inspection.","In addition, it is important to maintain the quality and reputation of Georgian wine in both local and international markets, and accordingly, to ensure the delivery of a high-quality product to consumers, it is necessary for all categories of wine - both those intended for export and for sale in the local market - to be subjected to organoleptic testing.","Furthermore, it is important to maintain the quality and reputation of Georgian wine in both local and international markets. Consequently, to ensure the delivery of high-quality products to consumers, it becomes necessary for all categories of wine—both intended for export and for sale on the local market—to be subject to organoleptic testing.","At the same time, it is important to maintain the quality and reputation of Georgian wine in both local and international markets, and accordingly, in order to ensure the delivery of a high-quality product to consumers, it becomes necessary for all categories of wine—both those intended for export and those intended for sale on the local market—to be subjected to organoleptic inspection.",,,
138,8,Ge Original Ipn News,11,"ზემოაღნიშნულიდან გამომდინარე, საკითხის რეგულირებისა და შესაბამისი მექანიზმების დანერგვის მიზნით, მიზანშეწონილია ალკოჰოლიან სასმელზე ნიშანდების შემოღება და ორგანოლეპტიკური შემოწმების ფარგლების გაფართოება”, - განმარტავს გარემოს დაცვისა და სოფლის მეურნეობის სამინისტრო კანონის პროექტზე თანდართულ განმარტებით ბარათში.","Based on the above, in order to regulate the issue and introduce appropriate mechanisms, it is considered advisable to introduce labeling for alcoholic beverages and to expand the scope of organoleptic inspection,” the Ministry of Environmental Protection and Agriculture explains in the explanatory note attached to the draft law.","""Based on the above, in order to regulate the issue and implement appropriate mechanisms, it is advisable to introduce markings on alcoholic beverages and expand the scope of organoleptic testing,"" the Ministry of Environmental Protection and Agriculture explains in the explanatory note attached to the draft law.","""In view of the above, for the purpose of regulating the issue and implementing appropriate mechanisms, it is advisable to introduce labeling for alcoholic beverages and expand the scope of organoleptic testing,"" the Ministry of Environmental Protection and Agriculture explains in the explanatory note attached to the draft law.","“Based on the above, in order to regulate the issue and introduce the relevant mechanisms, it is advisable to introduce labeling for alcoholic beverages and expand the scope of organoleptic inspection,” explains the Ministry of Environmental Protection and Agriculture in the explanatory note attached to the draft law.",,,
139,8,Vehicle Movement,1,1tv_news8,1tv_news8,1tv_news8,**First Channel News at 8**,1tv_news8,,,
140,8,Vehicle Movement,2,გუდაური (ფოსტა)-კობის მონაკვეთზე ავტოტრანსპორტის მოძრაობა აკრძალულია,Vehicle movement on Gudauri (Post)-Kobi section is prohibited amid high avalanche risk,Traffic is prohibited on the Gudauri (Posta)-Kobi section,Traffic is prohibited on the Gudauri (Posta)-Kobi section.,"On the Gudauri (Post Office)–Kobi section, motor vehicle traffic is prohibited.",,,
141,8,Vehicle Movement,3,"09:21, 10.04.2026","09:45, 10.04.2026","09:21, 10.04.2026","09:21, 10.04.2026","09:21, 10.04.2026",,,
142,8,Vehicle Movement,4,"გუდაური (ფოსტა)-კობის მონაკვეთზე ავტოტრანსპორტის მოძრაობა აკრძალულია, – ამის შესახებ ინფორმაციას საქართველოს ინფრასტრუქტურის სამინისტროს საავტომობილო გზების დეპარტამენტი ავრცელებს.",The Roads Department of Georgia’s Ministry of Infrastructure has announced a restriction on vehicle movement along the Gudauri (Post)-Kobi section of the Mtskheta-Stepantsminda-Larsi highway.,"The movement of motor vehicles on the Gudauri (Posta)-Kobi section is prohibited, the Roads Department of the Ministry of Infrastructure of Georgia has announced.","Traffic is prohibited on the Gudauri (Posta)-Kobi section, according to information released by the Roads Department of the Ministry of Regional Development and Infrastructure of Georgia.","On the Gudauri (Posta)-Kobi section, vehicle traffic is prohibited, the Roads Department of the Ministry of Infrastructure of Georgia reports.",,,
143,8,Vehicle Movement,5,"როგორც საავტომობილო გზების დეპარტამენტის ინფორმაციაშია აღნიშნული, აღნიშნულ მონაკვეთზე ზვავსაშიშროების საფრთხის დონე მაღალია.","According to the Roads Department, the avalanche danger level is currently high on this stretch of the route.","As stated in the information of the Roads Department, the avalanche danger level is high on this section.","According to the information from the Roads Department, the avalanche risk level on the mentioned section is high.","As stated in the Roads Department’s information, the avalanche hazard level on the specified section is high.",,,
144,8,Vehicle Movement,6,"„საქართველოს ინფრასტრუქტურის სამინისტროს საავტომობილო გზების დეპარტამენტის ინფორმაციით, გარემოს ეროვნული სააგენტოს ცნობით, საერთაშორისო მნიშვნელობის მცხეთა-სტეფანწმინდა-ლარსის საავტომობილო გზის გუდაური (ფოსტა)-კობის მონაკვეთზე ზვავსაშიშროების საფრთხის დონე მაღალია, რის გამოც აღნიშნულ მონაკვეთზე დროებით იკრძალება ყველა სახის ავტოტრანსპორტის მოძრაობა.","“Based on information from the Roads Department of the Ministry of Infrastructure of Georgia and the National Environmental Agency (NEA), the avalanche risk on the Gudauri (Post)-Kobi section of the internationally significant Mtskheta-Stepantsminda-Larsi highway is deemed high, and all types of vehicle movement are therefore temporarily prohibited on this section.","""According to the Roads Department of the Ministry of Infrastructure of Georgia, and the National Environmental Agency, the avalanche danger level is high on the Gudauri (Posta)-Kobi section of the Mtskheta-Stepantsminda-Larsi highway of international importance, which is why all types of vehicle traffic are temporarily prohibited on this section.""","""According to the Roads Department of the Ministry of Regional Development and Infrastructure of Georgia, based on information from the National Environmental Agency, the avalanche hazard level is high on the Gudauri (Posta)-Kobi section of the Mtskheta-Stepantsminda-Larsi international highway. Consequently, the movement of all types of motor vehicles is temporarily prohibited on this section.""","“According to the Roads Department of the Ministry of Infrastructure of Georgia, and based on information from the National Environmental Agency, the avalanche danger level is high on the Gudauri (Post)-Kobi section of the Mtskheta-Stepantsminda-Larsi international highway. Therefore, the movement of all types of motor vehicles is temporarily prohibited on this section.”",,,
145,8,Vehicle Movement,7,"გარემოს ეროვნული სააგენტოს ცნობით, მლეთა-გუდაურის მონაკვეთზე ავტოტრანსპორტის მოძრაობა განხორციელდება გაუჩერებლად გავლის რეჟიმში“, – ნათქვამია ინფორმაციაში.","The National Environmental Agency has confirmed that vehicle traffic on the Mleta-Gudauri section will continue to operate non-stop,” the statement reads.","According to the National Environmental Agency, vehicle traffic on the Mleta-Gudauri section will be carried out in a non-stop mode,” the information says.","""According to the National Environmental Agency, vehicular traffic on the Mleta-Gudauri section will proceed in a non-stop movement mode,"" the information states.","According to the National Environmental Agency, vehicle traffic on the Mleta-Gudauri section will be carried out in a nonstop passing mode,” the statement says.",,,
146,9,Ge Original Ipn News,1,IPN_news9,IPN_news9,IPN_news9,**IPN_news9**,IPN_news9,,,
147,9,Ge Original Ipn News,2,"გრიგოლ გეგელია - პაველ ჰერჩინსკის საგარეო საქმეთა სამინისტროში დაბარება არის კიდევ ერთი ნათელი დასტური იმისა, რომ ეს ხელისუფლება ემსახურება ანტიქართულ მიზნებსა და მისწრაფებებს (27.04.2026, 12:12)","Grigol Gegelia – The summoning of Herczyński is another clear proof that this government always serves anti-Georgian goals and aspirations (27.04.2026, 12:20)","Grigol Gegelia - Summoning Pavel Herchinsky to the Ministry of Foreign Affairs is another clear proof that this government serves anti-Georgian goals and aspirations (27.04.2026, 12:12)","Grigol Gegelia - Summoning Pawel Herczynski to the Ministry of Foreign Affairs is yet another clear proof that this government serves anti-Georgian goals and aspirations (27.04.2026, 12:12)","Grigol Gegelia - The summoning of Pawel Herczynski to the Ministry of Foreign Affairs is yet another clear proof that this government serves anti-Georgian goals and aspirations (27.04.2026, 12:12)",,,
148,9,Ge Original Ipn News,3,"ჰერჩინსკის დაბარება არის კიდევ ერთი ნათელი დასტური იმისა, რომ ეს ხელისუფლება ყოველთვის ემსახურება ანტიქართულ მიზნებსა და მისწრაფებებს, - ამის შესახებ „ლელო- ძლიერი საქართველოს“ საგარეო მდივანმა გრიგოლ გეგელიამ ევროკავშირის ელჩის პაველ ჰერჩინსკის დაბარებასთან დაკავშირებით განაცხადა.","The summoning of Herczyński is another clear proof that this government always serves anti-Georgian goals and aspirations, Grigol Gegelia, Foreign Secretary of the Lelo-Strong Georgia, stated regarding the summoning of EU Ambassador Pawel Herczyński.","The summoning of Herchinsky is another clear proof that this government always serves anti-Georgian goals and aspirations, Grigol Gegelia, Foreign Secretary of the ""Lelo - Strong Georgia"" party, said regarding the summoning of European Union Ambassador Pavel Herchinsky.","""The summoning of Herczynski is yet another clear proof that this government always serves anti-Georgian goals and aspirations,"" stated Grigol Gegelia, Foreign Secretary of ""Lelo - Strong Georgia,"" regarding the summoning of EU Ambassador Paweł Herczyński.","The summoning of Herchynski is yet another clear proof that this government always serves anti-Georgian goals and aspirations,” said Grigol Gegelia, Foreign Secretary of “Lelo-Strong Georgia,” regarding the summoning of EU Ambassador Pavel Herchynski.",,,
149,9,Ge Original Ipn News,4,"გეგელიას თქმით, იმ დროს, როდესაც საგარეო უწყების მიერ დაბარებულები არ არიან ირანის და უნგრეთის ელჩები, საქართველოს სტრატეგიული პარტნიორების წარმომადგენლების დაბარება აჩვენებს, რომ „ქართული ოცნების“ ხელისუფლება ქვეყნის სტრატეგიული ინტერესების დაზიანებას ემსახურება.","According to Gegelia, at a time when the ambassadors of Iran and Hungary have not been summoned by the Foreign Ministry, the summoning of representatives of Georgia’s strategic partners shows that the Georgian Dream government serves to harm the country’s strategic interests.","According to Gegelia, at a time when the ambassadors of Iran and Hungary have not been summoned by the Foreign Ministry, the summoning of representatives of Georgia's strategic partners shows that the Georgian Dream government is working to harm the country's strategic interests.","According to Gegelia, at a time when the ambassadors of Iran and Hungary have not been summoned by the Foreign Ministry, summoning the representatives of Georgia's strategic partners demonstrates that the ""Georgian Dream"" government serves to damage the country's strategic interests.","According to Gegelia, at a time when the ambassadors of Iran and Hungary have not been summoned by the Foreign Ministry, the summoning of representatives of Georgia’s strategic partners shows that the “Georgian Dream” government is serving to damage the country’s strategic interests.",,,
